"Representative","State","Amount"
"Langevin Jim (D-RI)","Rhode Island","$1415519"
"Speier Jackie (D-CA)","California","$1409360"
"Dorgan Byron L (D-ND)","North Dakota","$1409237"
"Thornberry Mac (R-TX)","Texas","$1409125"
"Graves Garret (R-LA)","Louisiana","$1407172"
"Olson Pete (R-TX)","Texas","$1406809"
"Ruiz Raul (D-CA)","California","$1406493"
"Meehan Marty (D-MA)","Massachusetts","$1406111"
"Towns Edolphus (D-NY)","New York","$1404114"
"Rose John (R-TN)","Tennessee","$1396144"
"Nussle Jim (R-IA)","Iowa","$1393389"
"Murphy Scott (D-NY)","New York","$1388156"
"Chavez-Deremer Lori (R-OR)","Oregon","$1382545"
"Larsen Rick (D-WA)","Washington","$1377694"
"Grams Rod (R-MN)","Minnesota","$1374601"
"Shalala Donna (D-FL)","Florida","$1373910"
"Shuster Bill (R-PA)","Pennsylvania","$1372263"
"Mulvaney Mick (R-SC)","South Carolina","$1369784"
"Hooley Darlene (D-OR)","Oregon","$1363104"
"Holt Rush (D-NJ)","New Jersey","$1358101"
"Rothman Steven R (D-NJ)","New Jersey","$1357696"
"Schaffer Bob (R-CO)","Colorado","$1357319"
"Herger Wally (R-CA)","California","$1356466"
"Meek Kendrick B (D-FL)","Florida","$1354994"
"Watt Melvin L (D-NC)","North Carolina","$1349628"
"LoBiondo Frank (R-NJ)","New Jersey","$1346564"
"Quayle Ben (R-AZ)","Arizona","$1346357"
"Brownley Julia (D-CA)","California","$1346170"
"Gohmert Louis B Jr (R-TX)","Texas","$1345339"
"Dunn Jennifer (R-WA)","Washington","$1343844"
"Balderson Troy (R-OH)","Ohio","$1342994"
"Roukema Marge (R-NJ)","New Jersey","$1342335"
"Gibson Chris (R-NY)","New York","$1342313"
"Honda Mike (D-CA)","California","$1341733"
"Ross Mike (D-AR)","Arkansas","$1334985"
"Moolenaar John (R-MI)","Michigan","$1331924"
"Carbajal Salud (D-CA)","California","$1331070"
"Marshall Jim (D-GA)","Georgia","$1327992"
"Tauscher Ellen (D-CA)","California","$1324352"
"Garamendi John (D-CA)","California","$1318292"
"McGovern James P (D-MA)","Massachusetts","$1316938"
"Taylor Scott (R-VA)","Virginia","$1314513"
"Boyd Allen (D-FL)","Florida","$1313288"
"Tauzin Billy (R-LA)","Louisiana","$1305763"
"Coburn Tom (R-OK)","Oklahoma","$1300708"
"Guinta Frank (R-NH)","New Hampshire","$1299858"
"McCotter Thaddeus G (R)","","$1297839"
"Hill Baron (D-IN)","Indiana","$1297654"
"Hern Kevin (R-OK)","Oklahoma","$1287913"
"Lungren Dan (R-CA)","California","$1282870"
"Neguse Joseph (D-CO)","Colorado","$1271432"
"Moore Blake (R-UT)","Utah","$1269359"
"Davis Artur (R-AL)","Alabama","$1268661"
"Young Don (R-AK)","Alaska","$1268189"
"Hayes Jahana (D-CT)","Connecticut","$1267128"
"Cardenas Tony (D-CA)","California","$1256870"
"Renzi Rick (R-AZ)","Arizona","$1253495"
"Hodes Paul W (D-NH)","New Hampshire","$1251194"
"Cox TJ (D-CA)","California","$1250361"
"Scott Austin (R-GA)","Georgia","$1248938"
"Caraveo Yadira (D-CO)","Colorado","$1243744"
"Garcia Joe (D-FL)","Florida","$1242222"
"Sanford Mark (R)","","$1237717"
"Burton Dan (R-IN)","Indiana","$1234913"
"Herrell Yvette (R-NM)","New Mexico","$1223700"
"Minnick Walt (D-ID)","Idaho","$1222557"
"Allen Richard W (R-GA)","Georgia","$1221770"
"Trahan Lori (D-MA)","Massachusetts","$1221474"
"Rogers Hal (R-KY)","Kentucky","$1219452"
"Barr Bob (R-GA)","Georgia","$1218206"
"Latta Bob (R-OH)","Ohio","$1215885"
"Byrne Bradley (R-AL)","Alabama","$1215693"
"McNerney Jerry (D-CA)","California","$1213886"
"Murphy Patrick J (D-PA)","Pennsylvania","$1211848"
"Roby Martha (R-AL)","Alabama","$1207236"
"Polis Jared (D-CO)","Colorado","$1205577"
"Matsui Doris (D-CA)","California","$1200862"
"Esty Elizabeth (D-CT)","Connecticut","$1199510"
"McCormick Richard (R-GA)","Georgia","$1197450"
"Stutzman Marlin (R-IN)","Indiana","$1188274"
"Flores Mayra (R-TX)","Texas","$1186978"
"Emerson Jo Ann (R-MO)","Missouri","$1184935"
"Bono Mack Mary (R-CA)","California","$1182794"
"Stauber Pete (R-MN)","Minnesota","$1180519"
"Hartzler Vicky (R-MO)","Missouri","$1178481"
"Kennedy Joseph P II (D-MA)","Massachusetts","$1176389"
"Perry Scott (R-PA)","Pennsylvania","$1176115"
"Collins Doug (R-GA)","Georgia","$1174606"
"Lantos Tom (D-CA)","California","$1173015"
"Carson Andre (D-IN)","Indiana","$1172384"
"Weiner Anthony D (D-NY)","New York","$1172260"
"Welch Peter (D-VT)","Vermont","$1170650"
"Pingree Chellie (D-ME)","Maine","$1170070"
"Soto Darren (D-FL)","Florida","$1166270"
"Thompson Bennie G (D-MS)","Mississippi","$1165791"
"Hill Katie (D-CA)","California","$1164892"
"Cisneros Gil (D-CA)","California","$1163236"
"Cunningham Joe (D-SC)","South Carolina","$1162903"
"Gimenez Carlos (R-FL)","Florida","$1162106"
"Wexler Robert (D-FL)","Florida","$1161976"
"Hart Melissa (R-PA)","Pennsylvania","$1160760"
"Barletta Lou (R-PA)","Pennsylvania","$1159967"
"Flores Bill (R-TX)","Texas","$1159657"
"Wu David (D-OR)","Oregon","$1159651"
"Allen Tom H (D-ME)","Maine","$1158060"
"Hulshof Kenny (R-MO)","Missouri","$1153371"
"Gutierrez Luis V (D-IL)","Illinois","$1152261"
"Carson Brad R (D-OK)","Oklahoma","$1151525"
"Rokita Todd (R-IN)","Indiana","$1150590"
"Price David (D-NC)","North Carolina","$1142795"
"Grothman Glenn (R-WI)","Wisconsin","$1141712"
"Fazio Vic (D-CA)","California","$1137377"
"Davis Danny K (D-IL)","Illinois","$1137189"
"Sweeney John E (R-NY)","New York","$1136383"
"Moakley Joe (D-MA)","Massachusetts","$1135377"
"Matsui Robert T (D-CA)","California","$1133925"
"Lewis Jason (R-MN)","Minnesota","$1133159"
"Brooks Susan (R-IN)","Indiana","$1132614"
"Slaughter Louise M (D-NY)","New York","$1132203"
"Burgess Michael (R-TX)","Texas","$1130484"
"Castor Kathy (D-FL)","Florida","$1125900"
"Mica John L (R-FL)","Florida","$1124409"
"Beauprez Bob (R-CO)","Colorado","$1123370"
"Boswell Leonard (D-IA)","Iowa","$1121280"
"Evans Dwight (D-PA)","Pennsylvania","$1121161"
"Buck Ken (R-CO)","Colorado","$1120892"
"Simpson Mike (R-ID)","Idaho","$1120577"
"D'Esposito Anthony (R-NY)","New York","$1120343"
"Hall Ralph (R-TX)","Texas","$1117274"
"Bass Charles (R-NH)","New Hampshire","$1116296"
"Strickland Ted (D-OH)","Ohio","$1115899"
"Kelly Robin (D-IL)","Illinois","$1114055"
"Stearns Cliff (R-FL)","Florida","$1113573"
"Levine Mel (D-CA)","California","$1112500"
"Bourdeaux Carolyn (D-GA)","Georgia","$1111733"
"Crane Phil (R-IL)","Illinois","$1111487"
"Raskin Jamie (D-MD)","Maryland","$1110886"
"Pettersen Brittany (D-CO)","Colorado","$1110219"
"Latimer George (D-NY)","New York","$1109672"
"Tsongas Niki (D-MA)","Massachusetts","$1102704"
"Long Billy (R-MO)","Missouri","$1098883"
"Deluzio Christopher (D-PA)","Pennsylvania","$1098764"
"Carey Mike (R-OH)","Ohio","$1093634"
"McIntyre Mike (D-NC)","North Carolina","$1091030"
"Donovan Dan (R-NY)","New York","$1085057"
"Hinojosa Ruben (D-TX)","Texas","$1084265"
"Smith Chris (R-NJ)","New Jersey","$1083820"
"Tlaib Rashida (D-MI)","Michigan","$1082387"
"Williams Brandon (R-NY)","New York","$1081611"
"Miller Brad (D-NC)","North Carolina","$1078850"
"Adler John H (D-NJ)","New Jersey","$1078310"
"Meuser Dan (R-PA)","Pennsylvania","$1076037"
"Correa Lou (D-CA)","California","$1075790"
"Green Al (D-TX)","Texas","$1074589"
"Brown Shontel (D-OH)","Ohio","$1071552"
"Maloney Jim (D-CT)","Connecticut","$1068330"
"Capps Lois (D-CA)","California","$1067280"
"Case Ed (D-HI)","Hawaii","$1064929"
"Vasquez Gabe (D-NM)","New Mexico","$1064397"
"LaLota Nick (R-NY)","New York","$1054664"
"Canseco Quico (R-TX)","Texas","$1052185"
"Whitesides George (D-CA)","California","$1050982"
"Gillmor Paul E (R-OH)","Ohio","$1049356"
"Ose Doug (R-CA)","California","$1047040"
"Goodlander Maggie (D-NH)","New Hampshire","$1047038"
"Sires Albio (D-NJ)","New Jersey","$1046405"
"Bishop Dan (R-NC)","North Carolina","$1045587"
"Owens Burgess (R-UT)","Utah","$1042076"
"Pfluger August (R-TX)","Texas","$1041216"
"Davis Don (D-NC)","North Carolina","$1037904"
"Gallegly Elton (R-CA)","California","$1035787"
"Forbes Randy (R-VA)","Virginia","$1034818"
"Poe Ted (R-TX)","Texas","$1033749"
"Duarte John (R-CA)","California","$1033453"
"Paxon Bill (R-NY)","New York","$1026985"
"Musgrave Marilyn (R-CO)","Colorado","$1024042"
"Campbell Ben Nighthorse (R-CO)","Colorado","$1018505"
"Whitfield Ed (R-KY)","Kentucky","$1016916"
"Bass Karen (D-CA)","California","$1016043"
"Roybal-Allard Lucille (D-CA)","California","$1015071"
"Chocola Chris (R-IN)","Indiana","$1012398"
"Keller Ric (R-FL)","Florida","$1007165"
"McCollum Betty (D-MN)","Minnesota","$1006742"
"Flood Mike (R-NE)","Nebraska","$1003521"
"Lampson Nick (D-TX)","Texas","$1002770"
"Murtha John P (D-PA)","Pennsylvania","$1002714"
"Gianforte Greg (R-MT)","Montana","$1000451"
"Hutchinson Tim (R-AR)","Arkansas","$995296"
"Collins Mac (R-GA)","Georgia","$991921"
"Meijer Peter (R-MI)","Michigan","$991459"
"Luna Anna Paulina (R-FL)","Florida","$990119"
"Takano Mark (D-CA)","California","$989608"
"Horn Kendra (D-OK)","Oklahoma","$989513"
"Gray Adam (D-CA)","California","$988897"
"Ellison Keith (D-MN)","Minnesota","$986850"
"Omar Ilhan (D-MN)","Minnesota","$984893"
"Pombo Richard W (R-CA)","California","$984688"
"Cummings Elijah E (D-MD)","Maryland","$982612"
"Sensenbrenner Jim (R-WI)","Wisconsin","$982110"
"Fitzgerald Scott (R-WI)","Wisconsin","$981471"
"Saxton Jim (R-NJ)","New Jersey","$979661"
"Boebert Lauren (R-CO)","Colorado","$978414"
"Johnson Bill (R-OH)","Ohio","$977578"
"Jackson Ronny (R-TX)","Texas","$976511"
"Houghton Amo (R-NY)","New York","$975700"
"Hastings Alcee (D-FL)","Florida","$974781"
"Knight Steve (R-CA)","California","$971086"
"Hanabusa Colleen (D-HI)","Hawaii","$970679"
"Etheridge Bob (D-NC)","North Carolina","$969674"
"Bonner Jo (R-AL)","Alabama","$967300"
"Pompeo Mike (R-KS)","Kansas","$964508"
"Smith Bob (R-NH)","New Hampshire","$961962"
"Armey Dick (R-TX)","Texas","$960833"
"Diaz-Balart Lincoln (R-FL)","Florida","$959456"
"Norton Eleanor Holmes (D-DC)","District of Columbia","$955649"
"Sykes Emilia (D-OH)","Ohio","$949812"
"Barrett Tom (R-MI)","Michigan","$948134"
"Rigell Scott (R-VA)","Virginia","$942589"
"Wamp Zach (R-TN)","Tennessee","$942170"
"Kiley Kevin (R-CA)","California","$939726"
"Herseth Sandlin Stephanie (D-SD)","South Dakota","$937109"
"Fleming John (R-LA)","Louisiana","$935251"
"Akin Todd (R-MO)","Missouri","$934869"
"Doolittle John T (R-CA)","California","$934837"
"Bergman John (R-MI)","Michigan","$934463"
"Doyle Mike (D-PA)","Pennsylvania","$931440"
"Reschenthaler Guy (R-PA)","Pennsylvania","$930486"
"Rooney Tom (R-FL)","Florida","$930374"
"McInnis Scott (R-CO)","Colorado","$929430"
"Cohen Steve (D-TN)","Tennessee","$928537"
"Palazzo Steven (R-MS)","Mississippi","$928294"
"Amodei Mark (R-NV)","Nevada","$925146"
"Budzinski Nikki (D-IL)","Illinois","$924939"
"Baca Joe (D-CA)","California","$924664"
"Mahoney Tim (D-FL)","Florida","$922115"
"Hoekstra Peter (R-MI)","Michigan","$921114"
"Espaillat Adriano (D-NY)","New York","$920099"
"King Steven A (R-IA)","Iowa","$912775"
"Inslee Jay (D)","","$912594"
"Clarke Yvette (D-NY)","New York","$912055"
"Jackson Jesse Jr (D-IL)","Illinois","$908541"
"Keating Bill (D-MA)","Massachusetts","$906549"
"Costello Ryan (R-PA)","Pennsylvania","$904003"
"Amash Justin (R-MI)","Michigan","$902726"
"Putnam Adam H (R-FL)","Florida","$901041"
"Altmire Jason (D-PA)","Pennsylvania","$900145"
"Rogan James E (R-CA)","California","$897444"
"Lummis Cynthia (R-WY)","Wyoming","$897431"
"Filner Bob (D-CA)","California","$893366"
"Adams Alma (D-NC)","North Carolina","$892746"
"Brat Dave (R-VA)","Virginia","$890485"
"Giffords Gabrielle (D-AZ)","Arizona","$889246"
"Carter Buddy (R-GA)","Georgia","$888354"
"Riggleman Denver (R-VA)","Virginia","$881503"
"Richmond Cedric (D-LA)","Louisiana","$880380"
"Scott Bobby (D-VA)","Virginia","$879655"
"Miller Candice S (R-MI)","Michigan","$879505"
"Gaetz Matt (R-FL)","Florida","$877080"
"Pastor Ed (D-AZ)","Arizona","$875007"
"Yarmuth John (D-KY)","Kentucky","$873440"
"Vindman Yevgeny 'Eugene' (D-VA)","Virginia","$873113"
"Bonior David E (D-MI)","Michigan","$868832"
"Houchin Erin (R-IN)","Indiana","$868055"
"Magaziner Seth (D-RI)","Rhode Island","$862473"
"Rostenkowski Dan (D-IL)","Illinois","$862373"
"Ryun Jim (R-KS)","Kansas","$860352"
"Wynn Albert R (D-MD)","Maryland","$857850"
"Bryant Ed (R-TN)","Tennessee","$855741"
"Newhouse Dan (R-WA)","Washington","$855390"
"McClain Lisa (R-MI)","Michigan","$854987"
"Gonzalez Charlie A (D-TX)","Texas","$851998"
"Sorensen Eric (D-IL)","Illinois","$849137"
"Barrett Gresham (R-SC)","South Carolina","$848873"
"Ganske Greg (R-IA)","Iowa","$847720"
"Fischbach Michelle (R-MN)","Minnesota","$845367"
"Bliley Thomas J Jr (R-VA)","Virginia","$842941"
"Jolly David (R-FL)","Florida","$842324"
"Morella Connie (R-MD)","Maryland","$839256"
"Westerman Bruce (R-AR)","Arkansas","$837760"
"Cardoza Dennis (D-CA)","California","$834935"
"Jayapal Pramila (D-WA)","Washington","$834707"
"Lewis Jerry (R-CA)","California","$834430"
"Barragan Nanette (D-CA)","California","$833661"
"Jackson Lee Sheila (D-TX)","Texas","$833062"
"Brown-Waite Ginny (R-FL)","Florida","$830271"
"Walz Tim (D-MN)","Minnesota","$824010"
"Ellzey Jake (R-TX)","Texas","$821461"
"John Chris (D-LA)","Louisiana","$818317"
"Dingell Debbie (D-MI)","Michigan","$817296"
"Loebsack David (D-IA)","Iowa","$814704"
"Castro Joaquin (D-TX)","Texas","$812324"
"Craig Larry (R-ID)","Idaho","$810284"
"Spartz Victoria (R-IN)","Indiana","$806316"
"Rush Bobby (D-IL)","Illinois","$805922"
"Jindal Bobby (R)","","$804407"
"Jones Stephanie Tubbs (D-OH)","Ohio","$800467"
"Pocan Mark (D-WI)","Wisconsin","$799732"
"Crawford Rick (R-AR)","Arkansas","$797471"
"Min Dave (D-CA)","California","$794829"
"Lawson Al (D-FL)","Florida","$793022"
"Landsman Greg (D-OH)","Ohio","$791028"
"Miller Max (R-OH)","Ohio","$790494"
"Kleczka Jerry (D-WI)","Wisconsin","$790407"
"Murphy Greg (R-NC)","North Carolina","$789935"
"Weber Randy (R-TX)","Texas","$787560"
"Pickering Charles (Chip) Jr (R-MS)","Mississippi","$786869"
"Schmidt Jean (R-OH)","Ohio","$785020"
"Drake Thelma (R-VA)","Virginia","$782007"
"Miller George (D-CA)","California","$778310"
"Melancon Charles (D-LA)","Louisiana","$777692"
"Chaffetz Jason (R-UT)","Utah","$777408"
"Hobson Dave (R-OH)","Ohio","$774725"
"Boren Dan (D-OK)","Oklahoma","$773513"
"Norman Ralph (R-SC)","South Carolina","$773238"
"Ehrlich Bob (R-MD)","Maryland","$771493"
"Hyde Henry J (R-IL)","Illinois","$770962"
"Babin Brian (R-TX)","Texas","$769034"
"Tiahrt Todd (R-KS)","Kansas","$768001"
"Green Gene (D-TX)","Texas","$765538"
"Mfume Kweisi (D-MD)","Maryland","$765154"
"Comer James (R-KY)","Kentucky","$764754"
"Harper Gregg (R-MS)","Mississippi","$764375"
"Davis Lincoln (D-TN)","Tennessee","$763725"
"Kennelly Barbara B (D-CT)","Connecticut","$763307"
"Escobar Veronica (D-TX)","Texas","$762897"
"Fox Jon D (R-PA)","Pennsylvania","$761815"
"Stenholm Charles W (D-TX)","Texas","$759797"
"Griffin Tim (R-AR)","Arkansas","$758748"
"Walsh James T (R-NY)","New York","$757632"
"Visclosky Pete (D-IN)","Indiana","$757489"
"McMahon Michael E (D-NY)","New York","$755158"
"Dunn Neal (R-FL)","Florida","$754608"
"Lucas Ken (D-KY)","Kentucky","$754337"
"Walker Mark (R-NC)","North Carolina","$753869"
"Mitchell Harry (D-AZ)","Arizona","$750351"
"Letlow Julia (R-LA)","Louisiana","$750312"
"Carnahan Russ (D-MO)","Missouri","$748429"
"Hilleary Van (R-TN)","Tennessee","$748227"
"Mrvan Frank Jr (D-IN)","Indiana","$742865"
"Bereuter Doug (R-NE)","Nebraska","$741116"
"Garcia Sylvia (D-TX)","Texas","$740585"
"Obey David R (D-WI)","Wisconsin","$739693"
"Watts J C Jr (R-OK)","Oklahoma","$739033"
"Lipinski Daniel (D-IL)","Illinois","$738154"
"Miller Jeff (R-FL)","Florida","$737440"
"Holden Tim (D-PA)","Pennsylvania","$734243"
"Cammack Kat (R-FL)","Florida","$734075"
"Young C W Bill (R-FL)","Florida","$732840"
"Crane Eli (R-AZ)","Arizona","$729935"
"Fields Jack M Jr (R-TX)","Texas","$727345"
"Stewart Chris (R-UT)","Utah","$726330"
"Jefferson William J (D-LA)","Louisiana","$726251"
"Owens Bill (D-NY)","New York","$726191"
"Pence Greg (R-IN)","Indiana","$725953"
"Kosmas Suzanne (D-FL)","Florida","$725912"
"McIntosh David M (R-IN)","Indiana","$722593"
"Gowdy Trey (R-SC)","South Carolina","$722107"
"Menendez Rob (D-NJ)","New Jersey","$719988"
"Fattah Chaka (D-PA)","Pennsylvania","$718777"
"Hoagland Peter (D-NE)","Nebraska","$718155"
"Delahunt Bill (D-MA)","Massachusetts","$716895"
"Burns Max (R-GA)","Georgia","$715429"
"Strickland Marilyn (D-WA)","Washington","$713871"
"Brooks Mo (R-AL)","Alabama","$713790"
"Ashford Brad (D-NE)","Nebraska","$713711"
"Kolbe Jim (R-AZ)","Arizona","$711736"
"Cawthorn Madison (R-NC)","North Carolina","$710624"
"Bucshon Larry (R-IN)","Indiana","$710343"
"Rutherford John (R-FL)","Florida","$708544"
"Blum Rod (R-IA)","Iowa","$708309"
"Braley Bruce (D-IA)","Iowa","$706617"
"Tonko Paul (D-NY)","New York","$706323"
"Norwood Charles W (R-GA)","Georgia","$705728"
"McKinley David (R-WV)","West Virginia","$702304"
"Tierney John F (D-MA)","Massachusetts","$697617"
"Berry Marion (D-AR)","Arkansas","$697294"
"Duncan Jeff (R-SC)","South Carolina","$697179"
"Carl Jerry (R-AL)","Alabama","$696507"
"Waxman Henry (D-CA)","California","$694925"
"Haridopolos Mike (R-FL)","Florida","$693897"
"White Rick (R-WA)","Washington","$690478"
"Dooley Cal (D-CA)","California","$689900"
"Luttrell Morgan (R-TX)","Texas","$688148"
"Alexander Rodney (R-LA)","Louisiana","$687875"
"Nickel Wiley (D-NC)","North Carolina","$686363"
"Vento Bruce F (D-MN)","Minnesota","$685207"
"Inglis Bob (R-SC)","South Carolina","$683616"
"Armstrong Kelly (R-ND)","North Dakota","$682484"
"McNulty Michael R (D-NY)","New York","$680056"
"Weldon Curt (R-PA)","Pennsylvania","$678280"
"Lee Laurel (R-FL)","Florida","$677634"
"Brady Robert A (D-PA)","Pennsylvania","$675785"
"Bowman Jamaal (D-NY)","New York","$675470"
"Thomas Craig (R-WY)","Wyoming","$672797"
"DeFazio Peter (D-OR)","Oregon","$671180"
"Broun Paul (R-GA)","Georgia","$669390"
"LaHood Ray (R-IL)","Illinois","$665628"
"Johnson Hank (D-GA)","Georgia","$665230"
"Hoeffel Joseph M (D-PA)","Pennsylvania","$663525"
"Reyes Silvestre (D-TX)","Texas","$661851"
"Southerland Steve (R-FL)","Florida","$658561"
"Space Zack (D-OH)","Ohio","$657139"
"Cramer Bud (D-AL)","Alabama","$654636"
"Steube Greg (R-FL)","Florida","$654617"
"Miller Carol (R-WV)","West Virginia","$653717"
"Massie Thomas (R-KY)","Kentucky","$652632"
"Andrews Michael Allen (D-TX)","Texas","$651488"
"Salinas Andrea (D-OR)","Oregon","$650149"
"Salazar John (D-CO)","Colorado","$646583"
"Sandlin Max (D-TX)","Texas","$644560"
"Brown Hank (R-CO)","Colorado","$643735"
"Deal Nathan (R-GA)","Georgia","$642681"
"Perriello Tom (D-VA)","Virginia","$641949"
"Taylor Charles H (R-NC)","North Carolina","$639185"
"Shuler Heath (D-NC)","North Carolina","$639132"
"Sherwood Don (R-PA)","Pennsylvania","$635420"
"Trott Dave (R-MI)","Michigan","$633790"
"Childers Travis (D-MS)","Mississippi","$633660"
"Skelton Ike (D-MO)","Missouri","$631532"
"Mann Tracey (R-KS)","Kansas","$631455"
"Sullivan John (R-OK)","Oklahoma","$631343"
"Bishop Rob (R-UT)","Utah","$631237"
"Hall John (D-NY)","New York","$630969"
"Arcuri Mike (D-NY)","New York","$628253"
"Brown Henry (R-SC)","South Carolina","$628055"
"Costello Jerry F (D-IL)","Illinois","$627776"
"Hastings Doc (R-WA)","Washington","$625433"
"Bonamici Suzanne (D-OR)","Oregon","$625058"
"Halvorson Deborah (D-IL)","Illinois","$624069"
"Laturner Jake (R-KS)","Kansas","$622593"
"Luther Bill (D-MN)","Minnesota","$621577"
"Goldman Craig (R-TX)","Texas","$621473"
"Sodrel Mike (R-IN)","Indiana","$621165"
"Christensen Jon (R-NE)","Nebraska","$619803"
"Pitts Joe (R-PA)","Pennsylvania","$617975"
"Lawrence Brenda (D-MI)","Michigan","$616918"
"LaMalfa Doug (R-CA)","California","$616112"
"Graham Gwen (D-FL)","Florida","$615952"
"Boehlert Sherwood (R-NY)","New York","$615345"
"Plaskett Stacey (D-VI)","Virgin Islands","$612813"
"Green Mark (R-WI)","Wisconsin","$612311"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$611689"
"Chandler Ben (D-KY)","Kentucky","$611575"
"Ratcliffe John (R-TX)","Texas","$611090"
"Abercrombie Neil (D-HI)","Hawaii","$609243"
"Pierluisi Pedro (D-PR)","Puerto Rico","$608909"
"Davis Susan (D-CA)","California","$606567"
"Williams Nikema Natassha (D-GA)","Georgia","$605839"
"Huffman Jared (D-CA)","California","$604627"
"Fudge Marcia (D-OH)","Ohio","$603876"
"Greenwood James C (R-PA)","Pennsylvania","$603435"
"Burchett Tim (R-TN)","Tennessee","$602171"
"Hanna Richard (R-NY)","New York","$601734"
"Torres Norma (D-CA)","California","$599733"
"Gejdenson Sam (D-CT)","Connecticut","$599606"
"Griffith Morgan (R-VA)","Virginia","$595757"
"Wilson Charlie (D-OH)","Ohio","$595220"
"Lewis Ron (R-KY)","Kentucky","$591383"
"Coble Howard (R-NC)","North Carolina","$590838"
"Lee Christopher J (R-NY)","New York","$589313"
"McGuire John (R-VA)","Virginia","$588980"
"Benishek Dan (R-MI)","Michigan","$586749"
"Grayson Alan (D-FL)","Florida","$585941"
"McDermott Jim (D-WA)","Washington","$584732"
"Hageman Harriet (R-WY)","Wyoming","$581661"
"Butterfield G K (D-NC)","North Carolina","$581066"
"Tran Derek (D-CA)","California","$580447"
"Stark Pete (D-CA)","California","$578567"
"Weldon Dave (R-FL)","Florida","$578567"
"Hunter Duncan D (R-CA)","California","$576170"
"Watkins Wes (R-OK)","Oklahoma","$576082"
"Ribble Reid (R-WI)","Wisconsin","$575911"
"Hinchey Maurice (D-NY)","New York","$575444"
"Johnson Eddie Bernice (D-TX)","Texas","$574990"
"Lamborn Doug (R-CO)","Colorado","$573991"
"Carter Troy (D-LA)","Louisiana","$573781"
"Kennedy Timothy (D-NY)","New York","$571137"
"Hagedorn Jim (R-MN)","Minnesota","$571032"
"Djou Charles (R-HI)","Hawaii","$570929"
"Nunnelee Alan (R-MS)","Mississippi","$570865"
"Swett Dick (D-NH)","New Hampshire","$570099"
"Santos George (R-NY)","New York","$567279"
"Duncan John J Jr (R-TN)","Tennessee","$566961"
"McGarvey Morgan (D-KY)","Kentucky","$565340"
"Kelly Trent (R-MS)","Mississippi","$561914"
"Radanovich George (R-CA)","California","$560800"
"Vela Filemon (D-TX)","Texas","$560612"
"Pressley Ayanna (D-MA)","Massachusetts","$560564"
"Dicks Norm (D-WA)","Washington","$556343"
"Gutknecht Gil (R-MN)","Minnesota","$554891"
"Martin Lynn (R-IL)","Illinois","$552504"
"Bell Wesley (D-MO)","Missouri","$551563"
"Chandler Rod (R-WA)","Washington","$549214"
"Woodall Rob (R-GA)","Georgia","$549055"
"Bilirakis Michael (R-FL)","Florida","$548990"
"Walsh Joe (R)","","$548873"
"Neumann Mark W (R-WI)","Wisconsin","$548198"
"Kucinich Dennis (I-OH)","Ohio","$547101"
"Gallego Pete (D-TX)","Texas","$545230"
"Kilroy Mary Jo (D-OH)","Ohio","$543618"
"Ellmers Renee (R-NC)","North Carolina","$542118"
"Grucci Felix J Jr (R-NY)","New York","$540346"
"Edwards Chuck (R-NC)","North Carolina","$539304"
"Manton Thomas J (D-NY)","New York","$535308"
"Michaud Mike (D-ME)","Maine","$533954"
"Collins Chris (R-NY)","New York","$533708"
"Desjarlais Scott (R-TN)","Tennessee","$532843"
"Fernandez Teresa Leger (D-NM)","New Mexico","$532408"
"Mcdonald Rivet Kristen (D-MI)","Michigan","$532118"
"Harrigan Pat (R-NC)","North Carolina","$529932"
"Nehls Troy (R-TX)","Texas","$528640"
"Clement Bob (D-TN)","Tennessee","$528451"
"Moskowitz Jared (D-FL)","Florida","$527867"
"Baird Brian (D-WA)","Washington","$527193"
"Tancredo Tom (3)","","$526704"
"Harris Mark (R-NC)","North Carolina","$524579"
"Dickey Jay (R-AR)","Arkansas","$520671"
"Hunter Duncan (R)","","$518776"
"Bean Aaron (R-FL)","Florida","$518096"
"Edwards Donna (D-MD)","Maryland","$516873"
"Yakym Rudy (R-IN)","Indiana","$516767"
"Good Bob (R-VA)","Virginia","$516264"
"Cannon Chris (R-UT)","Utah","$515392"
"Greene Marjorie Taylor (R-GA)","Georgia","$514739"
"Salmon Matt (R-AZ)","Arizona","$514433"
"Majette Denise L (D-GA)","Georgia","$513177"
"Tiffany Tom (R-WI)","Wisconsin","$513120"
"Franks Gary A (R-CT)","Connecticut","$511165"
"Bresnahan Rob (R-PA)","Pennsylvania","$510812"
"Ellsworth Brad (D-IN)","Indiana","$510235"
"Kuykendall Steven T (R-CA)","California","$508298"
"Payne Donald M (D-NJ)","New Jersey","$508218"
"Nye Glenn (D-VA)","Virginia","$507226"
"Rahall Nick (D-WV)","West Virginia","$507093"
"Runyan Jon (R-NJ)","New Jersey","$502929"
"Everett Terry (R-AL)","Alabama","$502896"
"Rodriguez Ciro D (D-TX)","Texas","$502795"
"Neal Stephen L (D-NC)","North Carolina","$501400"
"Kilpatrick Carolyn Cheeks (D-MI)","Michigan","$501170"
"Coyne William J (D-PA)","Pennsylvania","$500455"
"Istook Ernest J (R-OK)","Oklahoma","$499467"
"Forbes Michael P (D-NY)","New York","$498404"
"Ansari Yassamin (D-AZ)","Arizona","$497635"
