"Representative","State","Amount"
"Courtney Joe (D-CT)","Connecticut","$346957"
"Comer James (R-KY)","Kentucky","$345980"
"Balderson Troy (R-OH)","Ohio","$345587"
"Correa Lou (D-CA)","California","$345455"
"Horn Kendra (D-OK)","Oklahoma","$344026"
"Giffords Gabrielle (D-AZ)","Arizona","$343552"
"Hayes Robin (R-NC)","North Carolina","$342135"
"Boyle Brendan (D-PA)","Pennsylvania","$341817"
"Salazar Maria (R-FL)","Florida","$340043"
"Bucshon Larry (R-IN)","Indiana","$340033"
"Porter Jon (R-NV)","Nevada","$339637"
"Deluzio Christopher (D-PA)","Pennsylvania","$339483"
"Amodei Mark (R-NV)","Nevada","$339269"
"Salazar John (D-CO)","Colorado","$338100"
"Ellison Keith (D-MN)","Minnesota","$338067"
"Fortenberry Jeff (R-NE)","Nebraska","$337934"
"Cline Ben (R-VA)","Virginia","$337622"
"Tauke Tom (R-IA)","Iowa","$337553"
"Curbelo Carlos (R-FL)","Florida","$336851"
"Jenkins Lynn (R-KS)","Kansas","$336603"
"Young C W Bill (R-FL)","Florida","$334342"
"Roy Chip (R-TX)","Texas","$334163"
"McIntyre Mike (D-NC)","North Carolina","$333712"
"Hunter Duncan (R)","","$333495"
"Hayworth J D (R-AZ)","Arizona","$332909"
"Mica John L (R-FL)","Florida","$332494"
"Fitzpatrick Michael G (R-PA)","Pennsylvania","$332335"
"Davis Susan (D-CA)","California","$331741"
"Latham Tom (R-IA)","Iowa","$331521"
"Beatty Joyce (D-OH)","Ohio","$331404"
"King Steven A (R-IA)","Iowa","$330445"
"Budd Ted (R-NC)","North Carolina","$330129"
"Spratt John M Jr (D-SC)","South Carolina","$329299"
"John Chris (D-LA)","Louisiana","$329190"
"Hastings Alcee (D-FL)","Florida","$328941"
"Johnson Dusty (R-SD)","South Dakota","$328520"
"Radanovich George (R-CA)","California","$328424"
"McKeon Buck (R-CA)","California","$328265"
"Johnson Eddie Bernice (D-TX)","Texas","$326360"
"Heck Dennis (D-WA)","Washington","$326350"
"Foley Mark (R-FL)","Florida","$326297"
"Harper Gregg (R-MS)","Mississippi","$325850"
"Boyd Allen (D-FL)","Florida","$324584"
"Tierney John F (D-MA)","Massachusetts","$324417"
"Knollenberg Joe (R-MI)","Michigan","$324220"
"Poliquin Bruce (R-ME)","Maine","$323185"
"Loebsack David (D-IA)","Iowa","$322642"
"Escobar Veronica (D-TX)","Texas","$321001"
"Baird Brian (D-WA)","Washington","$320815"
"Velazquez Nydia (D-NY)","New York","$320280"
"Gallegly Elton (R-CA)","California","$319854"
"Bilirakis Michael (R-FL)","Florida","$319441"
"Davis Don (D-NC)","North Carolina","$319357"
"Poe Ted (R-TX)","Texas","$318696"
"Lampson Nick (D-TX)","Texas","$318681"
"Norwood Charles W (R-GA)","Georgia","$318520"
"McBride Sarah (D-DE)","Delaware","$318049"
"Feeney Tom (R-FL)","Florida","$317714"
"Renacci Jim (R-OH)","Ohio","$315993"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$315807"
"Gonzalez Vicente (D-TX)","Texas","$315754"
"Crenshaw Ander (R-FL)","Florida","$315370"
"Scott Bobby (D-VA)","Virginia","$314990"
"Wilson Joe (R-SC)","South Carolina","$313015"
"Craig Larry (R-ID)","Idaho","$312687"
"Frank Barney (D-MA)","Massachusetts","$311860"
"Peterson Collin (D-MN)","Minnesota","$311220"
"Miller-Meeks Mariannette (R-IA)","Iowa","$310141"
"Davis Danny K (D-IL)","Illinois","$309244"
"Dooley Cal (D-CA)","California","$308898"
"Brady Robert A (D-PA)","Pennsylvania","$308650"
"Skelton Ike (D-MO)","Missouri","$307960"
"Dean Madeleine (D-PA)","Pennsylvania","$306805"
"Rice Kathleen (D-NY)","New York","$306333"
"Franks Trent (R-AZ)","Arizona","$305775"
"West Allen (R-FL)","Florida","$303774"
"Williams Roger (R-TX)","Texas","$303332"
"Synar Michael Lynn (D-OK)","Oklahoma","$303123"
"Klein Ron (D-FL)","Florida","$303120"
"Frankel Lois (D-FL)","Florida","$303023"
"Putnam Adam H (R-FL)","Florida","$302975"
"DeFazio Peter (D-OR)","Oregon","$302936"
"Strickland Marilyn (D-WA)","Washington","$302764"
"Baca Joe (D-CA)","California","$302304"
"Space Zack (D-OH)","Ohio","$302030"
"Marshall Roger (R-KS)","Kansas","$301688"
"Trahan Lori (D-MA)","Massachusetts","$301294"
"Houghton Amo (R-NY)","New York","$301132"
"Sykes Emilia (D-OH)","Ohio","$300776"
"Banks Jim (R-IN)","Indiana","$300473"
"Lamborn Doug (R-CO)","Colorado","$299943"
"Nussle Jim (R-IA)","Iowa","$299623"
"Grams Rod (R-MN)","Minnesota","$298664"
"Obey David R (D-WI)","Wisconsin","$298407"
"Etheridge Bob (D-NC)","North Carolina","$298300"
"Young David (R-IA)","Iowa","$297756"
"Norcross Don (D-NJ)","New Jersey","$297704"
"Cunningham Randy (Duke) (R-CA)","California","$297530"
"Morelle Joseph D (D-NY)","New York","$297162"
"Melancon Charles (D-LA)","Louisiana","$296350"
"Duffy Sean P (R-WI)","Wisconsin","$296040"
"Deutsch Peter (D-FL)","Florida","$295345"
"Mack Connie (R-FL)","Florida","$295048"
"Edwards Donna (D-MD)","Maryland","$294954"
"Rohrabacher Dana (R-CA)","California","$293740"
"McKinley David (R-WV)","West Virginia","$293250"
"Kuhl John R Jr (R-NY)","New York","$290942"
"Davis Geoff (R-KY)","Kentucky","$287949"
"Estes Ron (R-KS)","Kansas","$287277"
"Thomas Bill (R-CA)","California","$287001"
"Bryant John (D-TX)","Texas","$286694"
"Gillmor Paul E (R-OH)","Ohio","$285098"
"Tanner John (D-TN)","Tennessee","$284592"
"Kolbe Jim (R-AZ)","Arizona","$283800"
"Costello Ryan (R-PA)","Pennsylvania","$282250"
"Schock Aaron (R-IL)","Illinois","$281455"
"Walorski Jackie (R-IN)","Indiana","$279473"
"Barr Bob (R-GA)","Georgia","$279376"
"Murphy Scott (D-NY)","New York","$278488"
"Crane Phil (R-IL)","Illinois","$277653"
"McCarthy Carolyn (D-NY)","New York","$277270"
"Pastor Ed (D-AZ)","Arizona","$276634"
"Gonzales Tony (R-TX)","Texas","$275468"
"Amash Justin (R-MI)","Michigan","$275325"
"Pressley Ayanna (D-MA)","Massachusetts","$274753"
"Cammack Kat (R-FL)","Florida","$274511"
"Ramstad Jim (R-MN)","Minnesota","$274163"
"Tiahrt Todd (R-KS)","Kansas","$274040"
"Hanabusa Colleen (D-HI)","Hawaii","$273332"
"Akin Todd (R-MO)","Missouri","$273250"
"Messer Luke (R-IN)","Indiana","$273139"
"Filner Bob (D-CA)","California","$272870"
"Ganske Greg (R-IA)","Iowa","$272811"
"Brooks Jack Bascom (D-TX)","Texas","$272741"
"Boswell Leonard (D-IA)","Iowa","$272398"
"Sires Albio (D-NJ)","New Jersey","$272253"
"Tran Derek (D-CA)","California","$271674"
"Goodlander Maggie (D-NH)","New Hampshire","$270543"
"Fernandez Teresa Leger (D-NM)","New Mexico","$270333"
"Markey Betsy (D-CO)","Colorado","$270199"
"Smith Chris (R-NJ)","New Jersey","$270093"
"Rosendale Matt (R-MT)","Montana","$270005"
"Rothman Steven R (D-NJ)","New Jersey","$268424"
"English Phil (R-PA)","Pennsylvania","$267352"
"LaTourette Steve (R-OH)","Ohio","$267202"
"Manning Kathy (D-NC)","North Carolina","$267162"
"Zeldin Lee (R-NY)","New York","$266914"
"Tipton Scott (R-CO)","Colorado","$266795"
"Fattah Chaka (D-PA)","Pennsylvania","$266389"
"Bishop Mike (R-MI)","Michigan","$266245"
"Simmons Rob (R-CT)","Connecticut","$264787"
"Arrington Jodey (R-TX)","Texas","$264295"
"Auchincloss Jake (D-MA)","Massachusetts","$264095"
"Nickel Wiley (D-NC)","North Carolina","$263701"
"Hooley Darlene (D-OR)","Oregon","$263554"
"Pettersen Brittany (D-CO)","Colorado","$263224"
"Saxton Jim (R-NJ)","New Jersey","$261855"
"Shalala Donna (D-FL)","Florida","$261040"
"Joyce John (R-PA)","Pennsylvania","$260975"
"Solis Hilda L (D-CA)","California","$260338"
"Lawler Mike (R-NY)","New York","$260331"
"Hunter Duncan D (R-CA)","California","$259905"
"Franks Bob (R-NJ)","New Jersey","$259731"
"Ellmers Renee (R-NC)","North Carolina","$259230"
"Stewart Chris (R-UT)","Utah","$258978"
"Mast Brian (R-FL)","Florida","$256599"
"Musgrave Marilyn (R-CO)","Colorado","$256465"
"Taylor Charles H (R-NC)","North Carolina","$255665"
"Lantos Tom (D-CA)","California","$254776"
"Kennedy Joseph P II (D-MA)","Massachusetts","$253582"
"Mcdonald Rivet Kristen (D-MI)","Michigan","$253138"
"Wamp Zach (R-TN)","Tennessee","$252169"
"Walz Tim (D-MN)","Minnesota","$251482"
"Boehlert Sherwood (R-NY)","New York","$251196"
"Delahunt Bill (D-MA)","Massachusetts","$251163"
"Ortiz Solomon P (D-TX)","Texas","$250636"
"Waltz Michael (R-FL)","Florida","$250050"
"Hastings Doc (R-WA)","Washington","$248767"
"Perriello Tom (D-VA)","Virginia","$248675"
"Gaetz Matt (R-FL)","Florida","$247551"
"Roybal-Allard Lucille (D-CA)","California","$247245"
"Pfluger August (R-TX)","Texas","$245665"
"Reschenthaler Guy (R-PA)","Pennsylvania","$245556"
"Subramanyam Suhas (D-VA)","Virginia","$245500"
"Kiley Kevin (R-CA)","California","$245105"
"Roby Martha (R-AL)","Alabama","$245000"
"Collins Chris (R-NY)","New York","$244960"
"Wheat Alan (D-MO)","Missouri","$244275"
"Rouzer David (R-NC)","North Carolina","$244018"
"Hagedorn Jim (R-MN)","Minnesota","$243344"
"Moolenaar John (R-MI)","Michigan","$242065"
"Garbarino Andrew (R-NY)","New York","$241800"
"Rokita Todd (R-IN)","Indiana","$241796"
"McEachin Donald (D-VA)","Virginia","$241731"
"Bishop Rob (R-UT)","Utah","$241265"
"Bryant Ed (R-TN)","Tennessee","$241203"
"Quayle Ben (R-AZ)","Arizona","$241075"
"Delaney John K (D)","","$240773"
"Bergman John (R-MI)","Michigan","$240771"
"Goldman Dan (D-NY)","New York","$240610"
"Schaefer Dan (R-CO)","Colorado","$240512"
"Ratcliffe John (R-TX)","Texas","$240401"
"Farenthold Blake (R-TX)","Texas","$240250"
"Jackson Jesse Jr (D-IL)","Illinois","$239804"
"Jefferson William J (D-LA)","Louisiana","$239786"
"Tenney Claudia (R-NY)","New York","$239777"
"Manton Thomas J (D-NY)","New York","$238869"
"Carson Brad R (D-OK)","Oklahoma","$238795"
"Doolittle John T (R-CA)","California","$238515"
"Malliotakis Nicole (R-NY)","New York","$238481"
"Massie Thomas (R-KY)","Kentucky","$238305"
"Pomeroy Earl (D-ND)","North Dakota","$237581"
"Klink Ron (D-PA)","Pennsylvania","$237067"
"Fleischmann Chuck (R-TN)","Tennessee","$236950"
"Clay William L Jr (D-MO)","Missouri","$236877"
"Sweeney John E (R-NY)","New York","$235997"
"Diaz-Balart Lincoln (R-FL)","Florida","$235535"
"Rodriguez Ciro D (D-TX)","Texas","$234854"
"Vargas Juan (D-CA)","California","$234721"
"Handel Karen (R-GA)","Georgia","$234382"
"Huizenga Bill (R-MI)","Michigan","$234237"
"Pence Greg (R-IN)","Indiana","$233877"
"Salmon Matt (R-AZ)","Arizona","$233797"
"Schaffer Bob (R-CO)","Colorado","$233600"
"Herseth Sandlin Stephanie (D-SD)","South Dakota","$233492"
"Manzullo Don (R-IL)","Illinois","$233315"
"Drake Thelma (R-VA)","Virginia","$233189"
"Newman Marie (D-IL)","Illinois","$233025"
"Love Mia (R-UT)","Utah","$232871"
"Gianforte Greg (R-MT)","Montana","$232425"
"Vela Filemon (D-TX)","Texas","$232285"
"Miller George (D-CA)","California","$232245"
"Castle Michael N (R-DE)","Delaware","$231949"
"Wenstrup Brad (R-OH)","Ohio","$231654"
"Newhouse Dan (R-WA)","Washington","$231113"
"Pearce Steve (R-NM)","New Mexico","$230395"
"Shea-Porter Carol (D-NH)","New Hampshire","$230084"
"McInnis Scott (R-CO)","Colorado","$229809"
"Marchant Kenny (R-TX)","Texas","$229700"
"Brooks Mo (R-AL)","Alabama","$229164"
"Feenstra Randy (R-IA)","Iowa","$229077"
"Carson Andre (D-IN)","Indiana","$228584"
"Foley Thomas S (D-WA)","Washington","$228465"
"Bost Mike (R-IL)","Illinois","$227727"
"Mooney Alex (R-WV)","West Virginia","$226993"
"Reyes Silvestre (D-TX)","Texas","$226725"
"Moakley Joe (D-MA)","Massachusetts","$225337"
"Gohmert Louis B Jr (R-TX)","Texas","$225169"
"Barletta Lou (R-PA)","Pennsylvania","$224407"
"Keating Bill (D-MA)","Massachusetts","$224198"
"Walsh James T (R-NY)","New York","$223208"
"Campbell John (R-CA)","California","$223150"
"Torres Norma (D-CA)","California","$222930"
"Weldon Curt (R-PA)","Pennsylvania","$222663"
"Espaillat Adriano (D-NY)","New York","$222418"
"Evans Dwight (D-PA)","Pennsylvania","$222262"
"Huffman Jared (D-CA)","California","$222163"
"Rooney Tom (R-FL)","Florida","$222099"
"Smucker Lloyd (R-PA)","Pennsylvania","$222072"
"Altmire Jason (D-PA)","Pennsylvania","$221815"
"McCrery Jim (R-LA)","Louisiana","$221744"
"Perry Scott (R-PA)","Pennsylvania","$221043"
"Martin Lynn (R-IL)","Illinois","$220662"
"Ciscomani Juan (R-AZ)","Arizona","$220437"
"Dunn Neal (R-FL)","Florida","$217760"
"Gowdy Trey (R-SC)","South Carolina","$216690"
"Carr Bob (R-MI)","Michigan","$216658"
"Magaziner Seth (D-RI)","Rhode Island","$215855"
"Paxon Bill (R-NY)","New York","$214742"
"Sawyer Tom (D-OH)","Ohio","$214678"
"Luna Anna Paulina (R-FL)","Florida","$214583"
"Carney Chris (D-PA)","Pennsylvania","$213376"
"Critz Mark (D-PA)","Pennsylvania","$212898"
"Taylor Van (R-TX)","Texas","$212311"
"Gallego Pete (D-TX)","Texas","$212111"
"Lynch Stephen (D-MA)","Massachusetts","$211925"
"Margolies Marjorie (D-PA)","Pennsylvania","$211837"
"Mfume Kweisi (D-MD)","Maryland","$211757"
"Adams Alma (D-NC)","North Carolina","$211593"
"Mrvan Frank Jr (D-IN)","Indiana","$211514"
"Higgins Brian M (D-NY)","New York","$211316"
"Crawford Rick (R-AR)","Arkansas","$210225"
"Sarbanes John (D-MD)","Maryland","$209355"
"Holden Tim (D-PA)","Pennsylvania","$208797"
"Jacobs Sara (D-CA)","California","$208249"
"Tancredo Tom (3)","","$207627"
"Watts J C Jr (R-OK)","Oklahoma","$207413"
"Gejdenson Sam (D-CT)","Connecticut","$207216"
"Hinojosa Ruben (D-TX)","Texas","$207168"
"Fischbach Michelle (R-MN)","Minnesota","$207070"
"Minnick Walt (D-ID)","Idaho","$206449"
"Noem Kristi (R-SD)","South Dakota","$206150"
"Jackson Jeff (D-NC)","North Carolina","$205702"
"Ross Dennis (R-FL)","Florida","$205094"
"Ehrlich Bob (R-MD)","Maryland","$204523"
"Westmoreland Lynn A (R-GA)","Georgia","$204366"
"Carter Troy (D-LA)","Louisiana","$204085"
"Webster Daniel (R-FL)","Florida","$204069"
"McHugh John M (R-NY)","New York","$203811"
"Bice Stephanie (R-OK)","Oklahoma","$203341"
"Payne Donald M Jr (D-NJ)","New Jersey","$203335"
"Baker Richard (R-LA)","Louisiana","$202493"
"Marshall Jim (D-GA)","Georgia","$202425"
"Hultgren Randy (R-IL)","Illinois","$201748"
"Sabo Martin Olav (D-MN)","Minnesota","$201200"
"Clement Bob (D-TN)","Tennessee","$200875"
"Allen Richard W (R-GA)","Georgia","$200850"
"LoBiondo Frank (R-NJ)","New Jersey","$200575"
"Van Drew Jeff (R-NJ)","New Jersey","$200443"
"Kiggans Jen (R-VA)","Virginia","$199623"
"Fudge Marcia (D-OH)","Ohio","$199414"
"Berry Marion (D-AR)","Arkansas","$199050"
"Lee Summer (D-PA)","Pennsylvania","$197950"
"Beauprez Bob (R-CO)","Colorado","$197591"
"Friedman Laura (D-CA)","California","$197434"
"Smith Bob (R-NH)","New Hampshire","$197205"
"Owens Bill (D-NY)","New York","$196692"
"Rice Tom (R-SC)","South Carolina","$196350"
"Biggs Andy (R-AZ)","Arizona","$196324"
"Michaud Mike (D-ME)","Maine","$196075"
"Schauer Mark (D-MI)","Michigan","$195758"
"Adler John H (D-NJ)","New Jersey","$194905"
"Harris Katherine (R-FL)","Florida","$194491"
"Kamlager Sydney (D-CA)","California","$194133"
"McCormick Richard (R-GA)","Georgia","$193893"
"Boebert Lauren (R-CO)","Colorado","$193199"
"Haaland Debra (D-NM)","New Mexico","$192531"
"Hoeffel Joseph M (D-PA)","Pennsylvania","$191330"
"Scott Austin (R-GA)","Georgia","$191200"
"Hartzler Vicky (R-MO)","Missouri","$191098"
"McCarthy Karen (D-MO)","Missouri","$190879"
"Brown Hank (R-CO)","Colorado","$190402"
"Hutchinson Tim (R-AR)","Arkansas","$190374"
"Slattery Jim (D-KS)","Kansas","$190111"
"Jindal Bobby (R)","","$189676"
"Berg Rick (R-ND)","North Dakota","$188987"
"Napolitano Grace (D-CA)","California","$188813"
"Woolsey Lynn (D-CA)","California","$188524"
"Donalds Byron (R-FL)","Florida","$188380"
"Ritter Don (R-PA)","Pennsylvania","$187344"
"Pombo Richard W (R-CA)","California","$185256"
"Gutierrez Luis V (D-IL)","Illinois","$185129"
"Case Ed (D-HI)","Hawaii","$184630"
"Rahall Nick (D-WV)","West Virginia","$183080"
"Stenholm Charles W (D-TX)","Texas","$182234"
"Moore Gwen (D-WI)","Wisconsin","$181350"
"Ney Bob (R-OH)","Ohio","$180175"
"Lummis Cynthia (R-WY)","Wyoming","$180091"
"Brown Anthony (D-MD)","Maryland","$179742"
"Molinaro Marc (R-NY)","New York","$178666"
"Klug Scott L (R-WI)","Wisconsin","$177904"
"Taylor Scott (R-VA)","Virginia","$177163"
"Chandler Ben (D-KY)","Kentucky","$177059"
"Hart Melissa (R-PA)","Pennsylvania","$176983"
"Rigell Scott (R-VA)","Virginia","$176750"
"Landsman Greg (D-OH)","Ohio","$176718"
"Van Orden Derrick (R-WI)","Wisconsin","$175846"
"Lesko Debbie (R-AZ)","Arizona","$175624"
"Neugebauer Randy (R-TX)","Texas","$175553"
"Brown Corrine (D-FL)","Florida","$175450"
"LaHood Ray (R-IL)","Illinois","$174888"
"Barber Ron (D-AZ)","Arizona","$174725"
"Moorhead Carlos J (R-CA)","California","$174498"
"Mannion John (D-NY)","New York","$174256"
"Greenwood James C (R-PA)","Pennsylvania","$174212"
"Massa Eric (D-NY)","New York","$174159"
"Hern Kevin (R-OK)","Oklahoma","$172874"
"Arcuri Mike (D-NY)","New York","$172792"
"Kratovil Frank (D-MD)","Maryland","$172568"
"Labrador Raul (R-ID)","Idaho","$172417"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$172412"
"Forbes Michael P (D-NY)","New York","$172225"
"Crockett Jasmine (D-TX)","Texas","$171682"
"Swift Al (D-WA)","Washington","$170700"
"Ellzey Jake (R-TX)","Texas","$170595"
"Istook Ernest J (R-OK)","Oklahoma","$170594"
"Bradley Jeb (R-NH)","New Hampshire","$170450"
"Carnahan Russ (D-MO)","Missouri","$169940"
"Franks Gary A (R-CT)","Connecticut","$169428"
"Knight Steve (R-CA)","California","$169426"
"Oberstar James L (D-MN)","Minnesota","$169000"
"Chandler Rod (R-WA)","Washington","$168766"
"Posey Bill (R-FL)","Florida","$168505"
"Herger Wally (R-CA)","California","$168075"
"Palmer Gary (R-AL)","Alabama","$167550"
"Hinchey Maurice (D-NY)","New York","$167067"
"Miller Gary (R-CA)","California","$166561"
"Pocan Mark (D-WI)","Wisconsin","$165959"
"Gibbs Bob (R-OH)","Ohio","$163712"
"Black Diane (R-TN)","Tennessee","$163600"
"Letlow Julia (R-LA)","Louisiana","$163446"
"Collins Mac (R-GA)","Georgia","$163277"
"Wilson Frederica (D-FL)","Florida","$163244"
"Miller Brad (D-NC)","North Carolina","$163190"
"Walker Mark (R-NC)","North Carolina","$163110"
"Fleming John (R-LA)","Louisiana","$163103"
"Garcia Sylvia (D-TX)","Texas","$162917"
"Frisa Daniel (R-NY)","New York","$162799"
"Nunn Zach (R-IA)","Iowa","$162044"
"Sherwood Don (R-PA)","Pennsylvania","$161956"
"Grimm Michael (R-NY)","New York","$161581"
"Gilman Benjamin A (R-NY)","New York","$161551"
"Flores Mayra (R-TX)","Texas","$161341"
"Owens Burgess (R-UT)","Utah","$161222"
"McKinney Cynthia (3)","","$161069"
"Petri Tom (R-WI)","Wisconsin","$160489"
"Hunt Wesley (R-TX)","Texas","$159597"
"Serrano Jose E (D-NY)","New York","$159063"
"De La Cruz Monica (R-TX)","Texas","$158978"
"Hulshof Kenny (R-MO)","Missouri","$158689"
"Herrell Yvette (R-NM)","New Mexico","$158449"
"Nye Glenn (D-VA)","Virginia","$158327"
"Harris Andy (R-MD)","Maryland","$157579"
"Weber Randy (R-TX)","Texas","$157053"
"Lipinski Daniel (D-IL)","Illinois","$156524"
"Renzi Rick (R-AZ)","Arizona","$156394"
"Griffith Parker (R-AL)","Alabama","$156250"
"Loudermilk Barry (R-GA)","Georgia","$156019"
"Lehman Richard H (D-CA)","California","$155346"
"Mrazek Robert J (D-NY)","New York","$155139"
"Green Al (D-TX)","Texas","$155042"
"Inglis Bob (R-SC)","South Carolina","$154550"
"Largent Steve (R-OK)","Oklahoma","$154308"
"Neumann Mark W (R-WI)","Wisconsin","$154060"
"Moore Blake (R-UT)","Utah","$154000"
"Blute Peter I (R-MA)","Massachusetts","$153996"
"McGarvey Morgan (D-KY)","Kentucky","$153781"
"Mulvaney Mick (R-SC)","South Carolina","$153715"
"Westerman Bruce (R-AR)","Arkansas","$153183"
"Peterson John E (R-PA)","Pennsylvania","$153150"
"Hurt Robert (R-VA)","Virginia","$153050"
"Brown Shontel (D-OH)","Ohio","$152996"
"Jones Walter B Jr (R-NC)","North Carolina","$152480"
"McMillen Tom (D-MD)","Maryland","$152300"
"Thomas Craig (R-WY)","Wyoming","$152232"
"Budzinski Nikki (D-IL)","Illinois","$151585"
"Olver John W (D-MA)","Massachusetts","$150900"
"Carey Mike (R-OH)","Ohio","$150860"
"Souder Mark E (R-IN)","Indiana","$149824"
"Livingston Robert L (R-LA)","Louisiana","$149800"
"McIntosh David M (R-IN)","Indiana","$149766"
"Hayworth Nan (R-NY)","New York","$149570"
"Nunnelee Alan (R-MS)","Mississippi","$149435"
"Everett Terry (R-AL)","Alabama","$149025"
"Mahoney Tim (D-FL)","Florida","$148131"
"Torkildsen Peter G (R-MA)","Massachusetts","$147825"
"Davis Artur (R-AL)","Alabama","$147750"
"Greene Marjorie Taylor (R-GA)","Georgia","$147123"
"McDermott Jim (D-WA)","Washington","$147110"
"Halvorson Deborah (D-IL)","Illinois","$146983"
"Finstad Brad (R-MN)","Minnesota","$146787"
"Fletcher Ernie (R-KY)","Kentucky","$146690"
"Hefner W G (Bill) (D-NC)","North Carolina","$146633"
"Hoekstra Peter (R-MI)","Michigan","$146478"
"Lawrence Brenda (D-MI)","Michigan","$146087"
"Kustoff David (R-TN)","Tennessee","$145981"
"Lewis Ron (R-KY)","Kentucky","$145796"
"Bonner Jo (R-AL)","Alabama","$145500"
"Sodrel Mike (R-IN)","Indiana","$144808"
"Shuler Heath (D-NC)","North Carolina","$144732"
"Brown George E Jr (D-CA)","California","$144606"
"Kelly Sue (R-NY)","New York","$144450"
"Grijalva Raul M (D-AZ)","Arizona","$144218"
"Gibbons Sam (D-FL)","Florida","$143835"
"Fox Jon D (R-PA)","Pennsylvania","$143655"
"Jackson Ronny (R-TX)","Texas","$143629"
"Harshbarger Diana (R-TN)","Tennessee","$143419"
"Davis Jim (D-FL)","Florida","$143115"
"Gibson Chris (R-NY)","New York","$142790"
"Byrne Bradley (R-AL)","Alabama","$142555"
"Chavez-Deremer Lori (R-OR)","Oregon","$141455"
"Steube Greg (R-FL)","Florida","$141331"
"Gekas George W (R-PA)","Pennsylvania","$141284"
"Green Mark (R-TN)","Tennessee","$141016"
"Meijer Peter (R-MI)","Michigan","$140748"
"Austria Steve (R-OH)","Ohio","$140484"
"Payne Donald M (D-NJ)","New Jersey","$140480"
"Hoyle Val (D-OR)","Oregon","$140377"
"Fulcher Russ (R-ID)","Idaho","$139346"
"Miller Candice S (R-MI)","Michigan","$139060"
"Goode Virgil (3)","","$138980"
"Palazzo Steven (R-MS)","Mississippi","$138918"
"Kihuen Ruben (D-NV)","Nevada","$138819"
"Christian-Christensen Donna (D-VI)","Virgin Islands","$138650"
"Pittenger Robert (R-NC)","North Carolina","$138600"
"Kelly Trent (R-MS)","Mississippi","$138519"
"Rutherford John (R-FL)","Florida","$138100"
"Cardoza Dennis (D-CA)","California","$137751"
"Lee Laurel (R-FL)","Florida","$137367"
"Beilenson Anthony C (D-CA)","California","$137050"
"Alexander Rodney (R-LA)","Louisiana","$136713"
"Swett Dick (D-NH)","New Hampshire","$136650"
"Ryun Jim (R-KS)","Kansas","$136247"
"Houchin Erin (R-IN)","Indiana","$136244"
"Farr Sam (D-CA)","California","$136149"
"Faso John (R-NY)","New York","$135883"
"Babin Brian (R-TX)","Texas","$135501"
"Woodall Rob (R-GA)","Georgia","$134950"
"Gonzalez Anthony (R-OH)","Ohio","$134926"
"Bartlett Roscoe G (R-MD)","Maryland","$134635"
"Chocola Chris (R-IN)","Indiana","$134450"
"Zeliff Bill (R-NH)","New Hampshire","$134390"
"Miller Jeff (R-FL)","Florida","$133850"
"Rostenkowski Dan (D-IL)","Illinois","$133500"
"LaLota Nick (R-NY)","New York","$133496"
"Ashford Brad (D-NE)","Nebraska","$133224"
"Sanford Mark (R)","","$133048"
"Levin Andy (D-MI)","Michigan","$132986"
"Lightfoot Jim (R-IA)","Iowa","$132590"
"Bentz Cliff (R-OR)","Oregon","$132252"
"Davis Lincoln (D-TN)","Tennessee","$132151"
"Meuser Dan (R-PA)","Pennsylvania","$132001"
"Weldon Dave (R-FL)","Florida","$131800"
"Skaggs David E (D-CO)","Colorado","$131205"
"Boren Dan (D-OK)","Oklahoma","$130830"
"Mineta Norman Y (D-CA)","California","$130596"
"Graham Gwen (D-FL)","Florida","$129958"
"Lowenthal Alan (D-CA)","California","$129575"
"Kilroy Mary Jo (D-OH)","Ohio","$129540"
"Hilleary Van (R-TN)","Tennessee","$129446"
"Williams Brandon (R-NY)","New York","$129008"
"Kilpatrick Carolyn Cheeks (D-MI)","Michigan","$128900"
"Flood Mike (R-NE)","Nebraska","$127600"
"Mitchell Harry (D-AZ)","Arizona","$125891"
"Williams Nikema Natassha (D-GA)","Georgia","$125695"
"Menendez Rob (D-NJ)","New Jersey","$125672"
"Schrock Ed (R-VA)","Virginia","$122623"
"Griffin Tim (R-AR)","Arkansas","$122356"
"MacArthur Thomas (R-NJ)","New Jersey","$122200"
"Huelskamp Tim (R-KS)","Kansas","$122157"
"Ellsworth Brad (D-IN)","Indiana","$122154"
"Ribble Reid (R-WI)","Wisconsin","$121785"
"Hollingsworth Trey (R-IN)","Indiana","$120400"
"Guinta Frank (R-NH)","New Hampshire","$120100"
"Grisham Michelle Lujan (D-NM)","New Mexico","$118622"
"Sutton Betty Sue (D-OH)","Ohio","$118550"
"Richardson Laura (D-CA)","California","$118350"
"Ose Doug (R-CA)","California","$118280"
"Kuykendall Steven T (R-CA)","California","$118030"
"Mann Tracey (R-KS)","Kansas","$117590"
"McCotter Thaddeus G (R)","","$117569"
"Green Mark (R-WI)","Wisconsin","$117533"
"Abercrombie Neil (D-HI)","Hawaii","$116087"
"Skeen Joe (R-NM)","New Mexico","$115909"
"Sandlin Max (D-TX)","Texas","$115689"
"Rose John (R-TN)","Tennessee","$114987"
"Spartz Victoria (R-IN)","Indiana","$114879"
"Brat Dave (R-VA)","Virginia","$114360"
