"Representative","State","Amount"
"Buchanan Vernon (R-FL)","Florida","$105182"
"Roemer Tim (D-IN)","Indiana","$104849"
"Cicilline David (D-RI)","Rhode Island","$104757"
"Hurt Robert (R-VA)","Virginia","$104750"
"Renzi Rick (R-AZ)","Arizona","$104750"
"Herger Wally (R-CA)","California","$104050"
"Mavroules Nicholas (D-MA)","Massachusetts","$103900"
"O'Halleran Tom (D-AZ)","Arizona","$103663"
"Shaw E Clay Jr (R-FL)","Florida","$103636"
"Kim Young (R-CA)","California","$103508"
"Scarborough Joe (R-FL)","Florida","$103400"
"Hultgren Randy (R-IL)","Illinois","$103250"
"Matheson Jim (D-UT)","Utah","$103000"
"Holding George (R-NC)","North Carolina","$102903"
"Mullin Markwayne (R-OK)","Oklahoma","$102818"
"Westmoreland Lynn A (R-GA)","Georgia","$102500"
"Jefferson William J (D-LA)","Louisiana","$102350"
"Johnson Tim (D-SD)","South Dakota","$101995"
"Thomas Bill (R-CA)","California","$101750"
"Pallone Frank Jr (D-NJ)","New Jersey","$101350"
"Renacci Jim (R-OH)","Ohio","$101255"
"Spanberger Abigail (D-VA)","Virginia","$101163"
"Kim Andy (D-NJ)","New Jersey","$101139"
"Welch Peter (D-VT)","Vermont","$101020"
"Machtley Ronald Keith (R-RI)","Rhode Island","$100925"
"Capps Lois (D-CA)","California","$100770"
"Montgomery G V (Sonny) (D-MS)","Mississippi","$100625"
"McCarthy Carolyn (D-NY)","New York","$100494"
"Vela Filemon (D-TX)","Texas","$100300"
"Craig Larry (R-ID)","Idaho","$100250"
"Altmire Jason (D-PA)","Pennsylvania","$100127"
"Matsui Robert T (D-CA)","California","$100061"
"Garrett Scott (R-NJ)","New Jersey","$99460"
"Bachmann Michele (R-MN)","Minnesota","$99374"
"Boren Dan (D-OK)","Oklahoma","$99300"
"Marino Tom (R-PA)","Pennsylvania","$98500"
"Bucshon Larry (R-IN)","Indiana","$97804"
"Istook Ernest J (R-OK)","Oklahoma","$97750"
"Kissell Larry (D-NC)","North Carolina","$97399"
"Keller Ric (R-FL)","Florida","$97150"
"Carr Bob (R-MI)","Michigan","$96608"
"Carney Chris (D-PA)","Pennsylvania","$96600"
"Westerman Bruce (R-AR)","Arkansas","$96506"
"Bean Melissa (D-IL)","Illinois","$95970"
"Guinta Frank (R-NH)","New Hampshire","$95900"
"Nunnelee Alan (R-MS)","Mississippi","$95500"
"Takai Mark (D-HI)","Hawaii","$95400"
"Lynch Stephen (D-MA)","Massachusetts","$95000"
"Zeldin Lee (R-NY)","New York","$94717"
"Collins Doug (R-GA)","Georgia","$94713"
"Stevens Haley (D-MI)","Michigan","$94678"
"Rice Kathleen (D-NY)","New York","$94330"
"Tipton Scott (R-CO)","Colorado","$93986"
"Miller Candice S (R-MI)","Michigan","$93250"
"Whitfield Ed (R-KY)","Kentucky","$92975"
"Poliquin Bruce (R-ME)","Maine","$92200"
"Stenholm Charles W (D-TX)","Texas","$91957"
"Porter Katie (D-CA)","California","$91570"
"Peltola Mary (D-AK)","Alaska","$91163"
"Collins Chris (R-NY)","New York","$91025"
"Buck Ken (R-CO)","Colorado","$90841"
"Palmer Gary (R-AL)","Alabama","$90150"
"Biggs Andy (R-AZ)","Arizona","$89784"
"Ferguson Drew (R-GA)","Georgia","$89780"
"Rice Tom (R-SC)","South Carolina","$89750"
"Allen Tom H (D-ME)","Maine","$89700"
"DeMint Jim (R-SC)","South Carolina","$89201"
"Casten Sean (D-IL)","Illinois","$88958"
"Pitts Joe (R-PA)","Pennsylvania","$88750"
"Torres Norma (D-CA)","California","$88283"
"Tauzin Billy (R-LA)","Louisiana","$87690"
"Chocola Chris (R-IN)","Indiana","$87600"
"Boyle Brendan (D-PA)","Pennsylvania","$87511"
"Grisham Michelle Lujan (D-NM)","New Mexico","$87450"
"Titus Dina (D-NV)","Nevada","$87438"
"Pfluger August (R-TX)","Texas","$87386"
"Boehlert Sherwood (R-NY)","New York","$87300"
"Gottheimer Josh (D-NJ)","New Jersey","$86879"
"Scott David (D-GA)","Georgia","$86500"
"Stearns Cliff (R-FL)","Florida","$86500"
"Bost Mike (R-IL)","Illinois","$86447"
"Schwartz Allyson (D-PA)","Pennsylvania","$86300"
"Lowery William D (R-CA)","California","$85870"
"Hutchinson Tim (R-AR)","Arkansas","$85299"
"Ezell Mike (R-MS)","Mississippi","$85100"
"LaHood Ray (R-IL)","Illinois","$85000"
"Black Diane (R-TN)","Tennessee","$84500"
"Bilbray James H (D-NV)","Nevada","$84250"
"Goldman Craig (R-TX)","Texas","$84116"
"Massa Eric (D-NY)","New York","$83951"
"Walters Mimi (R-CA)","California","$83875"
"Duncan John J Jr (R-TN)","Tennessee","$83850"
"Gilman Benjamin A (R-NY)","New York","$83375"
"Mrvan Frank Jr (D-IN)","Indiana","$83203"
"Bono Mack Mary (R-CA)","California","$83150"
"Filner Bob (D-CA)","California","$83050"
"Souder Mark E (R-IN)","Indiana","$82700"
"Oberstar James L (D-MN)","Minnesota","$82650"
"Flake Jeff (R-AZ)","Arizona","$82520"
"Campbell Ben Nighthorse (R-CO)","Colorado","$82500"
"Franks Gary A (R-CT)","Connecticut","$82450"
"Ramstad Jim (R-MN)","Minnesota","$82300"
"Hutto Earl D (D-FL)","Florida","$82250"
"Grams Rod (R-MN)","Minnesota","$82242"
"DeGette Diana (D-CO)","Colorado","$81617"
"Green Gene (D-TX)","Texas","$81400"
"Bass Karen (D-CA)","California","$80855"
"Meng Grace (D-NY)","New York","$80551"
"Stanton Greg (D-AZ)","Arizona","$80425"
"Hamilton Lee H (D-IN)","Indiana","$80416"
"Maloney Carolyn (D-NY)","New York","$79917"
"Loudermilk Barry (R-GA)","Georgia","$79504"
"Capuano Michael E (D-MA)","Massachusetts","$79450"
"Martin Lynn (R-IL)","Illinois","$79000"
"Strickland Marilyn (D-WA)","Washington","$78915"
"Cardenas Tony (D-CA)","California","$78507"
"Bentley Helen Delich (R-MD)","Maryland","$78400"
"Campbell Tom (R-CA)","California","$78300"
"Zimmer Dick (R-NJ)","New Jersey","$78000"
"LaLota Nick (R-NY)","New York","$77756"
"Hochul Kathleen (D-NY)","New York","$77650"
"Raskin Jamie (D-MD)","Maryland","$77498"
"Denham Jeff (R-CA)","California","$77400"
"Sweeney John E (R-NY)","New York","$77300"
"Murphy Patrick (D-FL)","Florida","$76813"
"Vasquez Gabe (D-NM)","New Mexico","$76287"
"Lipinski Daniel (D-IL)","Illinois","$76051"
"Harris Katherine (R-FL)","Florida","$75551"
"Bustamante Albert G (D-TX)","Texas","$75550"
"Rahall Nick (D-WV)","West Virginia","$75500"
"Cline Ben (R-VA)","Virginia","$75493"
"Smith Chris (R-NJ)","New Jersey","$75341"
"Gonzalez Charlie A (D-TX)","Texas","$74516"
"Neguse Joseph (D-CO)","Colorado","$74426"
"Foglietta Thomas M (D-PA)","Pennsylvania","$74300"
"Pomeroy Earl (D-ND)","North Dakota","$74250"
"Schock Aaron (R-IL)","Illinois","$74000"
"Griffin Tim (R-AR)","Arkansas","$73634"
"Thomas Craig (R-WY)","Wyoming","$73600"
"Arrington Jodey (R-TX)","Texas","$73550"
"Boswell Leonard (D-IA)","Iowa","$73350"
"Solomon Gerald B H (R-NY)","New York","$72762"
"Enyart William (D-IL)","Illinois","$72498"
"Stutzman Marlin (R-IN)","Indiana","$72200"
"McCloskey Frank (D-IN)","Indiana","$72150"
"Schrader Kurt (D-OR)","Oregon","$72100"
"Curbelo Carlos (R-FL)","Florida","$71796"
"Crawford Rick (R-AR)","Arkansas","$71500"
"Sutton Betty Sue (D-OH)","Ohio","$71450"
"Brown Henry (R-SC)","South Carolina","$71380"
"Wu David (D-OR)","Oregon","$71250"
"Alexander Rodney (R-LA)","Louisiana","$71000"
"Graham Gwen (D-FL)","Florida","$71000"
"Edwards Donna (D-MD)","Maryland","$70870"
"Duffy Sean P (R-WI)","Wisconsin","$70563"
"AuCoin Les (D-OR)","Oregon","$70000"
"Foxx Virginia (R-NC)","North Carolina","$69574"
"Ellmers Renee (R-NC)","North Carolina","$69500"
"Taylor Van (R-TX)","Texas","$69378"
"Vindman Yevgeny 'Eugene' (D-VA)","Virginia","$69175"
"Richardson Bill (D)","","$68850"
"Gallego Pete (D-TX)","Texas","$68810"
"Walberg Tim (R-MI)","Michigan","$68753"
"Bright Bobby (R-AL)","Alabama","$68750"
"Serrano Jose E (D-NY)","New York","$68400"
"Dean Madeleine (D-PA)","Pennsylvania","$67572"
"Moore Barry (R-AL)","Alabama","$67461"
"Fudge Marcia (D-OH)","Ohio","$67011"
"Hill Baron (D-IN)","Indiana","$67006"
"Love Mia (R-UT)","Utah","$66934"
"Joyce John (R-PA)","Pennsylvania","$66600"
"Davis Lincoln (D-TN)","Tennessee","$66475"
"Blumenauer Earl (D-OR)","Oregon","$66460"
"Allen Richard W (R-GA)","Georgia","$66050"
"Thompson Glenn (R-PA)","Pennsylvania","$66050"
"Davis Rodney (R-IL)","Illinois","$65993"
"Stupak Bart (D-MI)","Michigan","$65910"
"Hertel Dennis M (D-MI)","Michigan","$65590"
"Delaney John K (D)","","$65506"
"Crow Jason (D-CO)","Colorado","$65384"
"Etheridge Bob (D-NC)","North Carolina","$64565"
"Dyson Roy (D-MD)","Maryland","$64550"
"Dornan Robert K (R-CA)","California","$64370"
"Doolittle John T (R-CA)","California","$64325"
"Dixon Julian C (D-CA)","California","$64200"
"Zeliff Bill (R-NH)","New Hampshire","$64100"
"Browder Glen (D-AL)","Alabama","$63950"
"Boxer Barbara (D-CA)","California","$63925"
"Pence Mike (R)","","$63832"
"Barr Bob (R-GA)","Georgia","$63700"
"Schiff Steven H (R-NM)","New Mexico","$63621"
"Webster Daniel (R-FL)","Florida","$62905"
"Coleman Ronald D (D-TX)","Texas","$62900"
"Hyde Henry J (R-IL)","Illinois","$62765"
"Foley Mark (R-FL)","Florida","$62300"
"Sarbanes John (D-MD)","Maryland","$62211"
"Quayle Ben (R-AZ)","Arizona","$61900"
"Kanjorski Paul E (D-PA)","Pennsylvania","$61767"
"Lampson Nick (D-TX)","Texas","$61759"
"Schneider Claudine C (R-RI)","Rhode Island","$61470"
"Lowenthal Alan (D-CA)","California","$61340"
"Correa Lou (D-CA)","California","$61000"
"Kilpatrick Carolyn Cheeks (D-MI)","Michigan","$61000"
"Kennedy Mark (R-MN)","Minnesota","$60950"
"McNulty Michael R (D-NY)","New York","$60850"
"Murphy Tim (R-PA)","Pennsylvania","$60850"
"Chu Judy (D-CA)","California","$60800"
"Schilling Bobby (R-IL)","Illinois","$60749"
"Neugebauer Randy (R-TX)","Texas","$60500"
"Stansbury Melanie (D-NM)","New Mexico","$60458"
"Ryan Pat (D-NY)","New York","$60455"
"Coble Howard (R-NC)","North Carolina","$60250"
"Poe Ted (R-TX)","Texas","$60250"
"Myrick Sue (R-NC)","North Carolina","$60200"
"Roe Robert A (D-NJ)","New Jersey","$59700"
"Chandler Ben (D-KY)","Kentucky","$59550"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$59389"
"Bacchus James L (D-FL)","Florida","$59200"
"Beatty Joyce (D-OH)","Ohio","$58861"
"Maloney Sean Patrick (D-NY)","New York","$58842"
"Abraham Ralph (R-LA)","Louisiana","$58150"
"Kosmas Suzanne (D-FL)","Florida","$58150"
"Buerkle Ann Marie (R-NY)","New York","$57800"
"Rochester Lisa Blunt (D-DE)","Delaware","$57318"
"Hoeffel Joseph M (D-PA)","Pennsylvania","$57300"
"Wynn Albert R (D-MD)","Maryland","$56944"
"Nussle Jim (R-IA)","Iowa","$56905"
"Walz Tim (D-MN)","Minnesota","$56750"
"Green Mark (R-TN)","Tennessee","$56644"
"John Chris (D-LA)","Louisiana","$56550"
"Hastings Alcee (D-FL)","Florida","$56502"
"Jackson Lee Sheila (D-TX)","Texas","$56076"
"Magaziner Seth (D-RI)","Rhode Island","$56005"
"Norwood Charles W (R-GA)","Georgia","$55760"
"Cannon Chris (R-UT)","Utah","$55750"
"Hahn Janice (D-CA)","California","$55750"
"Petri Tom (R-WI)","Wisconsin","$55570"
"Perry Scott (R-PA)","Pennsylvania","$55558"
"Curtis John (R-UT)","Utah","$55150"
"Davids Sharice (D-KS)","Kansas","$54909"
"Hardy Cresent (R-NV)","Nevada","$54900"
"Latta Bob (R-OH)","Ohio","$54715"
"Waters Maxine (D-CA)","California","$54715"
"Van Orden Derrick (R-WI)","Wisconsin","$54615"
"Sawyer Tom (D-OH)","Ohio","$54550"
"Mooney Alex (R-WV)","West Virginia","$54375"
"Soto Darren (D-FL)","Florida","$54312"
"Brown Hank (R-CO)","Colorado","$54275"
"English Phil (R-PA)","Pennsylvania","$54250"
"Espy Mike (D-MS)","Mississippi","$54166"
"Fallon Patrick (R-TX)","Texas","$54125"
"Van Duyne Beth (R-TX)","Texas","$54080"
"Combest Larry (R-TX)","Texas","$54050"
"Linder John (R-GA)","Georgia","$53950"
"Berry Marion (D-AR)","Arkansas","$53500"
"Speier Jackie (D-CA)","California","$53470"
"Braley Bruce (D-IA)","Iowa","$52901"
"Shays Christopher (R-CT)","Connecticut","$52750"
"Regula Ralph (R-OH)","Ohio","$52700"
"Hice Jody (R-GA)","Georgia","$52400"
"Rokita Todd (R-IN)","Indiana","$52400"
"Bonior David E (D-MI)","Michigan","$52299"
"Steel Michelle (R-CA)","California","$52135"
"Hern Kevin (R-OK)","Oklahoma","$51925"
"Weller Jerry (R-IL)","Illinois","$51500"
"Luttrell Morgan (R-TX)","Texas","$51363"
"Costello Ryan (R-PA)","Pennsylvania","$51300"
"Barrett Gresham (R-SC)","South Carolina","$51200"
"Mitchell Paul (R-MI)","Michigan","$51200"
"Pence Greg (R-IN)","Indiana","$51189"
"Coburn Tom (R-OK)","Oklahoma","$51101"
"McClintock Tom (R-CA)","California","$51013"
"Pryce Deborah (R-OH)","Ohio","$51000"
"Higgins Clay (R-LA)","Louisiana","$50711"
"Lesko Debbie (R-AZ)","Arizona","$50708"
"Miller Gary (R-CA)","California","$50700"
"Grijalva Raul M (D-AZ)","Arizona","$50606"
"Kahele Kai (D-HI)","Hawaii","$50339"
"Carter Troy (D-LA)","Louisiana","$50220"
"Grayson Alan (D-FL)","Florida","$50219"
"Williams Brandon (R-NY)","New York","$49885"
"Conyers John Jr (D-MI)","Michigan","$49801"
"Bliley Thomas J Jr (R-VA)","Virginia","$49550"
"Comer James (R-KY)","Kentucky","$49502"
"Evans Lane (D-IL)","Illinois","$49450"
"Farr Sam (D-CA)","California","$49350"
"Ferguson Mike (R-NJ)","New Jersey","$49253"
"Murphy Scott (D-NY)","New York","$49250"
"Garbarino Andrew (R-NY)","New York","$49121"
"Subramanyam Suhas (D-VA)","Virginia","$49098"
"Castle Michael N (R-DE)","Delaware","$48950"
"Southerland Steve (R-FL)","Florida","$48576"
"Fincher Steve (R-TN)","Tennessee","$48500"
"Obernolte Jay (R-CA)","California","$48466"
"Michaud Mike (D-ME)","Maine","$48300"
"Costello Jerry F (D-IL)","Illinois","$48150"
"Forbes Michael P (D-NY)","New York","$47900"
"Shadegg John (R-AZ)","Arizona","$47750"
"Lawrence Brenda (D-MI)","Michigan","$47500"
"Miller Brad (D-NC)","North Carolina","$47500"
"Bachus Spencer (R-AL)","Alabama","$47450"
"Gowdy Trey (R-SC)","South Carolina","$47400"
"Baca Joe (D-CA)","California","$47350"
"Barragan Nanette (D-CA)","California","$47337"
"Adler John H (D-NJ)","New Jersey","$47250"
"Collins Mac (R-GA)","Georgia","$47200"
"Trahan Lori (D-MA)","Massachusetts","$46969"
"Rothfus Keith J (R-PA)","Pennsylvania","$46945"
"Takano Mark (D-CA)","California","$46875"
"Jindal Bobby (R)","","$46725"
"Peterson John E (R-PA)","Pennsylvania","$46650"
"Davis Danny K (D-IL)","Illinois","$46585"
"Costa Jim (D-CA)","California","$46500"
"Benishek Dan (R-MI)","Michigan","$46150"
"Timmons William (R-SC)","South Carolina","$46104"
"Callahan Sonny (R-AL)","Alabama","$46100"
"Hayes Jahana (D-CT)","Connecticut","$45866"
"Craig Angie (D-MN)","Minnesota","$45799"
"Davis Don (D-NC)","North Carolina","$45617"
"Bereuter Doug (R-NE)","Nebraska","$45050"
"Weber Randy (R-TX)","Texas","$45046"
"Michel Robert H (R-IL)","Illinois","$45000"
"LaTourette Steve (R-OH)","Ohio","$44750"
"Taylor Charles H (R-NC)","North Carolina","$44350"
"Delahunt Bill (D-MA)","Massachusetts","$44250"
"Yarmuth John (D-KY)","Kentucky","$44250"
"Hinojosa Ruben (D-TX)","Texas","$44187"
"Barrett Tom (R-MI)","Michigan","$44148"
"Esty Elizabeth (D-CT)","Connecticut","$43886"
"Ehrlich Bob (R-MD)","Maryland","$43452"
"Dellums Ronald V (D-CA)","California","$43300"
"Harder Josh (D-CA)","California","$43258"
"Walker Robert S (R-PA)","Pennsylvania","$43150"
"Longley James B Jr (R-ME)","Maine","$42650"
"Tancredo Tom (3)","","$42551"
"Kelly Robin (D-IL)","Illinois","$42510"
"Jenkins Evan (R-WV)","West Virginia","$42500"
"McCormick Richard (R-GA)","Georgia","$42033"
"Deutch Ted (D-FL)","Florida","$42007"
"Hollingsworth Trey (R-IN)","Indiana","$42000"
"Neumann Mark W (R-WI)","Wisconsin","$42000"
"Small Xochitl Torres (D-NM)","New Mexico","$41940"
"Kennelly Barbara B (D-CT)","Connecticut","$41900"
"Frank Barney (D-MA)","Massachusetts","$41742"
"Ross Deborah (D-NC)","North Carolina","$41715"
"Nugent Richard (R-FL)","Florida","$41555"
"Marshall Roger (R-KS)","Kansas","$41443"
"Waxman Henry (D-CA)","California","$41400"
"Trone David (D-MD)","Maryland","$41384"
"McDermott Jim (D-WA)","Washington","$41375"
"Ruiz Raul (D-CA)","California","$41170"
"Ross Dennis (R-FL)","Florida","$41100"
"Desjarlais Scott (R-TN)","Tennessee","$41050"
"Blum Rod (R-IA)","Iowa","$41045"
"Owens Burgess (R-UT)","Utah","$41034"
"Khanna Ro (D-CA)","California","$40543"
"Gutknecht Gil (R-MN)","Minnesota","$40500"
"Payne Donald M Jr (D-NJ)","New Jersey","$40500"
"Riggleman Denver (R-VA)","Virginia","$40494"
"Herseth Sandlin Stephanie (D-SD)","South Dakota","$40450"
"Gonzalez Vicente (D-TX)","Texas","$40409"
"Pombo Richard W (R-CA)","California","$40301"
"Kean Thomas H Jr (R-NJ)","New Jersey","$40290"
"Klink Ron (D-PA)","Pennsylvania","$40050"
"Stockman Steve (R-TX)","Texas","$40015"
"Hulshof Kenny (R-MO)","Missouri","$40000"
"Horn Kendra (D-OK)","Oklahoma","$39951"
"Buechner Jack (R-MO)","Missouri","$39950"
"Laughlin Greg (R-TX)","Texas","$39750"
"Tlaib Rashida (D-MI)","Michigan","$39534"
"Houghton Amo (R-NY)","New York","$39300"
"Golden Jared (D-ME)","Maine","$39276"
"Luna Anna Paulina (R-FL)","Florida","$39142"
"Tejeda Frank (D-TX)","Texas","$39100"
"Schuette Bill (R-MI)","Michigan","$39085"
"Myers John T (R-IN)","Indiana","$39050"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$39043"
"Andrews Michael Allen (D-TX)","Texas","$39000"
"Diaz-Balart Lincoln (R-FL)","Florida","$38950"
"Peterson Collin (D-MN)","Minnesota","$38948"
"Wheat Alan (D-MO)","Missouri","$38900"
"Ireland Andy (R-FL)","Florida","$38800"
"McCotter Thaddeus G (R)","","$38800"
"Rosendale Matt (R-MT)","Montana","$38573"
"Deluzio Christopher (D-PA)","Pennsylvania","$38500"
"Mack Connie (R-FL)","Florida","$38500"
"Messer Luke (R-IN)","Indiana","$38500"
"Ford Harold E Jr (D-TN)","Tennessee","$38438"
"Fernandez Teresa Leger (D-NM)","New Mexico","$38434"
"Underwood Lauren A (D-IL)","Illinois","$38384"
"Herrell Yvette (R-NM)","New Mexico","$38285"
"Emanuel Rahm (D-IL)","Illinois","$38250"
"Roth Toby (R-WI)","Wisconsin","$38200"
"Yoho Ted (R-FL)","Florida","$38000"
"Inglis Bob (R-SC)","South Carolina","$37800"
"Traxler Bob (D-MI)","Michigan","$37235"
"Towns Edolphus (D-NY)","New York","$37100"
"Rouzer David (R-NC)","North Carolina","$37021"
"Luther Bill (D-MN)","Minnesota","$36900"
"Lee Christopher J (R-NY)","New York","$36850"
"Skaggs David E (D-CO)","Colorado","$36820"
"Ballenger Cass (R-NC)","North Carolina","$36800"
"Mann David S (D-OH)","Ohio","$36675"
"Kildee Dan (D-MI)","Michigan","$36640"
"Miller Max (R-OH)","Ohio","$36600"
"Davis Artur (R-AL)","Alabama","$36500"
"Glickman Daniel Robert (D-KS)","Kansas","$36400"
"Campbell John (R-CA)","California","$36350"
"Hilleary Van (R-TN)","Tennessee","$36300"
"Rhodes John Jacob III (R-AZ)","Arizona","$36100"
"Swett Dick (D-NH)","New Hampshire","$36100"
"Lagomarsino Robert J (R-CA)","California","$36050"
"Lightfoot Jim (R-IA)","Iowa","$36000"
"Haridopolos Mike (R-FL)","Florida","$35913"
"Yakym Rudy (R-IN)","Indiana","$35765"
"Salazar John (D-CO)","Colorado","$35750"
"Grothman Glenn (R-WI)","Wisconsin","$35673"
"Amo Gabe (D-RI)","Rhode Island","$35600"
"Schrier Kim (D-WA)","Washington","$35562"
"McIntosh David M (R-IN)","Indiana","$35550"
"Woodall Rob (R-GA)","Georgia","$35500"
"Brat Dave (R-VA)","Virginia","$35475"
"McClellan Jennifer (D-VA)","Virginia","$34958"
"Melancon Charles (D-LA)","Louisiana","$34890"
"Rostenkowski Dan (D-IL)","Illinois","$34750"
"Laturner Jake (R-KS)","Kansas","$34536"
"Walker Mark (R-NC)","North Carolina","$34420"
"Fowler Tillie (R-FL)","Florida","$34250"
"Fox Jon D (R-PA)","Pennsylvania","$34200"
"Lantos Tom (D-CA)","California","$33950"
"Tauke Tom (R-IA)","Iowa","$33810"
"McBath Lucy (D-GA)","Georgia","$33785"
"Schaefer Dan (R-CO)","Colorado","$33700"
"Brooks Jack Bascom (D-TX)","Texas","$33550"
"Armstrong Kelly (R-ND)","North Dakota","$33500"
"Gibbons Sam (D-FL)","Florida","$33500"
"Volkmer Harold L (D-MO)","Missouri","$33500"
"Johnson C Donald (D-GA)","Georgia","$33450"
"Putnam Adam H (R-FL)","Florida","$33200"
"McAdams Ben (D-UT)","Utah","$33163"
"Lewis Ron (R-KY)","Kentucky","$33150"
"Cox TJ (D-CA)","California","$33122"
"Chandler Rod (R-WA)","Washington","$33100"
"Hanna Richard (R-NY)","New York","$33000"
"Moore Dennis (D-KS)","Kansas","$32750"
"Cammack Kat (R-FL)","Florida","$32695"
"Van Drew Jeff (R-NJ)","New Jersey","$32662"
"Finstad Brad (R-MN)","Minnesota","$32600"
"Mitchell Harry (D-AZ)","Arizona","$32450"
"Mills Cory (R-FL)","Florida","$32153"
"Adams Alma (D-NC)","North Carolina","$32075"
"Mfume Kweisi (D-MD)","Maryland","$32025"
"Handel Karen (R-GA)","Georgia","$32007"
"Johnson Dusty (R-SD)","South Dakota","$31821"
"Parris Stan (R-VA)","Virginia","$31698"
"Vucanovich Barbara F (R-NV)","Nevada","$31530"
"Paxon Bill (R-NY)","New York","$31500"
"Wright Ron (R-TX)","Texas","$31294"
"Snyder Vic (D-AR)","Arkansas","$31250"
"Adams Sandy (R-FL)","Florida","$31200"
"Saiki Patricia Fukuda (R-HI)","Hawaii","$31200"
"Whitesides George (D-CA)","California","$31133"
"Evans Dwight (D-PA)","Pennsylvania","$31076"
"McMillen Tom (D-MD)","Maryland","$31000"
"Ellison Keith (D-MN)","Minnesota","$30834"
"Roy Chip (R-TX)","Texas","$30820"
"Bishop Dan (R-NC)","North Carolina","$30755"
"Gimenez Carlos (R-FL)","Florida","$30713"
"Biggert Judy (R-IL)","Illinois","$30550"
"Gallo Dean A (R-NJ)","New Jersey","$30330"
"Barletta Lou (R-PA)","Pennsylvania","$30317"
"Blagojevich Rod (D-IL)","Illinois","$30000"
"Franks Bob (R-NJ)","New Jersey","$29950"
"Carney John (D-DE)","Delaware","$29785"
"Molinaro Marc (R-NY)","New York","$29665"
"Gianforte Greg (R-MT)","Montana","$29653"
"Atkins Chester Greenough (D-MA)","Massachusetts","$29650"
"Ribble Reid (R-WI)","Wisconsin","$29500"
"McHale Paul (D-PA)","Pennsylvania","$29450"
"Lee Barbara (D-CA)","California","$29439"
"Alford Mark (R-MO)","Missouri","$29000"
"Borski Bob (D-PA)","Pennsylvania","$29000"
"Canseco Quico (R-TX)","Texas","$29000"
"Ashford Brad (D-NE)","Nebraska","$28800"
"Gonzalez Anthony (R-OH)","Ohio","$28771"
"Levine Mel (D-CA)","California","$28700"
"Roukema Marge (R-NJ)","New Jersey","$28650"
"Lummis Cynthia (R-WY)","Wyoming","$28502"
"Quillen James H (R-TN)","Tennessee","$28450"
"Malinowski Tom (D-NJ)","New Jersey","$28414"
"Bilirakis Michael (R-FL)","Florida","$27950"
"Beauprez Bob (R-CO)","Colorado","$27706"
"Smucker Lloyd (R-PA)","Pennsylvania","$27540"
"Pappas Mike (R-NJ)","New Jersey","$27400"
"Hart Melissa (R-PA)","Pennsylvania","$27281"
"Garcia Sylvia (D-TX)","Texas","$27276"
"Lawson Al (D-FL)","Florida","$27252"
"Finkenauer Abby (D-IA)","Iowa","$27249"
"Budzinski Nikki (D-IL)","Illinois","$27221"
"Haaland Debra (D-NM)","New Mexico","$27103"
"Ivey Glenn (D-MD)","Maryland","$27030"
"Omar Ilhan (D-MN)","Minnesota","$26978"
"Scholten Hillary (D-MI)","Michigan","$26905"
"Childers Travis (D-MS)","Mississippi","$26900"
"Redmond Bill (R-NM)","New Mexico","$26900"
"Brown-Waite Ginny (R-FL)","Florida","$26800"
"McEwen Bob (R-OH)","Ohio","$26700"
"Berg Rick (R-ND)","North Dakota","$26500"
"White Rick (R-WA)","Washington","$26500"
"Watt Melvin L (D-NC)","North Carolina","$26300"
"Broun Paul (R-GA)","Georgia","$26116"
"Crank Jeffrey G (R-CO)","Colorado","$26074"
"Pittenger Robert (R-NC)","North Carolina","$26000"
"Stokes Louis (D-OH)","Ohio","$26000"
"Greene Marjorie Taylor (R-GA)","Georgia","$25996"
"Stauber Pete (R-MN)","Minnesota","$25967"
"LaMalfa Doug (R-CA)","California","$25903"
"Baker Bill (R-CA)","California","$25900"
"Carnahan Russ (D-MO)","Missouri","$25900"
"Velazquez Nydia (D-NY)","New York","$25757"
"Brindisi Anthony (D-NY)","New York","$25737"
"Sandlin Max (D-TX)","Texas","$25651"
"Gillmor Paul E (R-OH)","Ohio","$25535"
"Emerson Bill (R-MO)","Missouri","$25300"
"Bevill Tom (D-AL)","Alabama","$25250"
"Arcuri Mike (D-NY)","New York","$25200"
"Goss Porter (R-FL)","Florida","$25100"
"Fletcher Ernie (R-KY)","Kentucky","$25050"
"McGuire John (R-VA)","Virginia","$24946"
"Gohmert Louis B Jr (R-TX)","Texas","$24944"
"Payne Donald M (D-NJ)","New Jersey","$24900"
"Hayes Jimmy (R-LA)","Louisiana","$24800"
"Foley Thomas S (D-WA)","Washington","$24750"
"Ravenel Arthur Jr (R-SC)","South Carolina","$24750"
"Wexler Robert (D-FL)","Florida","$24550"
"Andrews Thomas H (D-ME)","Maine","$24300"
"Doggett Lloyd (D-TX)","Texas","$24300"
"Klein Ron (D-FL)","Florida","$24000"
"Nunn Zach (R-IA)","Iowa","$23879"
"Baird Brian (D-WA)","Washington","$23800"
"Lewis Jason (R-MN)","Minnesota","$23581"
"Lamb Conor (D-PA)","Pennsylvania","$23506"
"Burns Max (R-GA)","Georgia","$23500"
"Donovan Dan (R-NY)","New York","$23500"
"Green Bill (R-NY)","New York","$23400"
"Rouda Harley (D-CA)","California","$23381"
"Malliotakis Nicole (R-NY)","New York","$23266"
"Sullivan John (R-OK)","Oklahoma","$23250"
"Miller John (R-WA)","Washington","$23150"
