"Representative","State","Amount"
"Crane Phil (R-IL)","Illinois","$638815"
"Kustoff David (R-TN)","Tennessee","$638120"
"Scott Austin (R-GA)","Georgia","$637142"
"Bonamici Suzanne (D-OR)","Oregon","$636416"
"Frankel Lois (D-FL)","Florida","$636049"
"Raskin Jamie (D-MD)","Maryland","$635233"
"Shalala Donna (D-FL)","Florida","$635029"
"Collins Chris (R-NY)","New York","$632833"
"Smith Chris (R-NJ)","New Jersey","$631798"
"Rohrabacher Dana (R-CA)","California","$631027"
"Collins Doug (R-GA)","Georgia","$630908"
"Davis Tom (R-VA)","Virginia","$628160"
"Knollenberg Joe (R-MI)","Michigan","$625940"
"Nadler Jerrold (D-NY)","New York","$625566"
"Delgado Antonio (D-NY)","New York","$624149"
"Williams Roger (R-TX)","Texas","$623121"
"Hutchinson Tim (R-AR)","Arkansas","$623009"
"Finkenauer Abby (D-IA)","Iowa","$622358"
"Murphy Patrick J (D-PA)","Pennsylvania","$621582"
"Takano Mark (D-CA)","California","$618705"
"Katko John (R-NY)","New York","$618630"
"Ackerman Gary (D-NY)","New York","$618200"
"Bourdeaux Carolyn (D-GA)","Georgia","$617194"
"Gomez Jimmy (D-CA)","California","$616891"
"Bonior David E (D-MI)","Michigan","$616245"
"Rothfus Keith J (R-PA)","Pennsylvania","$616199"
"Deutsch Peter (D-FL)","Florida","$612440"
"Young C W Bill (R-FL)","Florida","$609813"
"Linder John (R-GA)","Georgia","$609129"
"Green Mark (R-TN)","Tennessee","$605413"
"Spratt John M Jr (D-SC)","South Carolina","$603778"
"King Pete (R-NY)","New York","$603597"
"Bush Cori (D-MO)","Missouri","$603402"
"Ryan Pat (D-NY)","New York","$600334"
"Saxton Jim (R-NJ)","New Jersey","$597614"
"Miller Carol (R-WV)","West Virginia","$595333"
"Marshall Jim (D-GA)","Georgia","$593951"
"Rehberg Denny (R-MT)","Montana","$591427"
"Castro Joaquin (D-TX)","Texas","$590111"
"Mrvan Frank Jr (D-IN)","Indiana","$589550"
"Denham Jeff (R-CA)","California","$588626"
"Broun Paul (R-GA)","Georgia","$588185"
"Kaptur Marcy (D-OH)","Ohio","$583498"
"Tsongas Niki (D-MA)","Massachusetts","$583353"
"Jones Mondaire (D-NY)","New York","$582367"
"Berman Howard L (D-CA)","California","$580185"
"Barletta Lou (R-PA)","Pennsylvania","$578985"
"Chocola Chris (R-IN)","Indiana","$576598"
"Hensarling Jeb (R-TX)","Texas","$575831"
"Bergman John (R-MI)","Michigan","$572662"
"Bachus Spencer (R-AL)","Alabama","$571575"
"Cox Christopher (R-CA)","California","$571276"
"Bean Melissa (D-IL)","Illinois","$571254"
"Davis Susan (D-CA)","California","$569820"
"Hart Melissa (R-PA)","Pennsylvania","$569391"
"LaTourette Steve (R-OH)","Ohio","$567114"
"Wittman Rob (R-VA)","Virginia","$563560"
"Southerland Steve (R-FL)","Florida","$562737"
"Walsh James T (R-NY)","New York","$562567"
"Esty Elizabeth (D-CT)","Connecticut","$560742"
"Garrett Scott (R-NJ)","New Jersey","$560312"
"Meuser Dan (R-PA)","Pennsylvania","$560095"
"Etheridge Bob (D-NC)","North Carolina","$559090"
"Dorgan Byron L (D-ND)","North Dakota","$558850"
"Phillips Dean (D)","","$558765"
"Bass Karen (D-CA)","California","$558658"
"Haridopolos Mike (R-FL)","Florida","$553163"
"Melancon Charles (D-LA)","Louisiana","$551341"
"Vargas Juan (D-CA)","California","$549956"
"Mica John L (R-FL)","Florida","$547944"
"Scholten Hillary (D-MI)","Michigan","$547820"
"Jayapal Pramila (D-WA)","Washington","$547164"
"Messer Luke (R-IN)","Indiana","$546388"
"Morella Connie (R-MD)","Maryland","$546060"
"Dunn Jennifer (R-WA)","Washington","$545654"
"LaHood Ray (R-IL)","Illinois","$544434"
"Graves Garret (R-LA)","Louisiana","$543697"
"Torres Ritchie (D-NY)","New York","$543090"
"Mooney Alex (R-WV)","West Virginia","$542774"
"Barr Bob (R-GA)","Georgia","$542564"
"Nunnelee Alan (R-MS)","Mississippi","$541815"
"Moran Jim (D-VA)","Virginia","$540724"
"Poe Ted (R-TX)","Texas","$539916"
"Holden Tim (D-PA)","Pennsylvania","$538474"
"Pfluger August (R-TX)","Texas","$538313"
"Culberson John (R-TX)","Texas","$536176"
"Harper Gregg (R-MS)","Mississippi","$534499"
"Tierney John F (D-MA)","Massachusetts","$531849"
"Bass Charles (R-NH)","New Hampshire","$531674"
"Marino Tom (R-PA)","Pennsylvania","$530869"
"Snyder Vic (D-AR)","Arkansas","$529850"
"Brown-Waite Ginny (R-FL)","Florida","$528813"
"Moore Blake (R-UT)","Utah","$528682"
"Cramer Bud (D-AL)","Alabama","$527162"
"Crawford Rick (R-AR)","Arkansas","$526982"
"Hern Kevin (R-OK)","Oklahoma","$526758"
"Cicilline David (D-RI)","Rhode Island","$526709"
"Crow Jason (D-CO)","Colorado","$526344"
"Michaud Mike (D-ME)","Maine","$525074"
"Richmond Cedric (D-LA)","Louisiana","$524466"
"John Chris (D-LA)","Louisiana","$524363"
"Small Xochitl Torres (D-NM)","New Mexico","$523633"
"Chaffetz Jason (R-UT)","Utah","$521459"
"Moore Dennis (D-KS)","Kansas","$518905"
"Giffords Gabrielle (D-AZ)","Arizona","$516422"
"Burns Max (R-GA)","Georgia","$513340"
"McKeon Buck (R-CA)","California","$512948"
"Diaz-Balart Lincoln (R-FL)","Florida","$510664"
"Bishop Mike (R-MI)","Michigan","$509847"
"Allen Tom H (D-ME)","Maine","$509626"
"Keating Bill (D-MA)","Massachusetts","$509620"
"Zinke Ryan (R-MT)","Montana","$509432"
"Tenney Claudia (R-NY)","New York","$508631"
"Baesler Scotty (D-KY)","Kentucky","$506491"
"Hartzler Vicky (R-MO)","Missouri","$506419"
"Meehan Marty (D-MA)","Massachusetts","$505915"
"Brindisi Anthony (D-NY)","New York","$505822"
"Space Zack (D-OH)","Ohio","$503045"
"Boswell Leonard (D-IA)","Iowa","$502640"
"Keller Ric (R-FL)","Florida","$501151"
"Deutch Ted (D-FL)","Florida","$500640"
"Berg Rick (R-ND)","North Dakota","$500385"
"Kucinich Dennis (I-OH)","Ohio","$499806"
"Garcia Joe (D-FL)","Florida","$499482"
"Farr Sam (D-CA)","California","$499108"
"Riley Josh (D-NY)","New York","$498602"
"Stutzman Marlin (R-IN)","Indiana","$498425"
"Dean Madeleine (D-PA)","Pennsylvania","$495780"
"Cleaver Emanuel (D-MO)","Missouri","$494621"
"Bonner Jo (R-AL)","Alabama","$494273"
"Westerman Bruce (R-AR)","Arkansas","$491590"
"Feeney Tom (R-FL)","Florida","$489983"
"Hinson Ashley (R-IA)","Iowa","$489651"
"Heck Dennis (D-WA)","Washington","$489078"
"Pence Greg (R-IN)","Indiana","$486086"
"Cox TJ (D-CA)","California","$485951"
"Hoeffel Joseph M (D-PA)","Pennsylvania","$485310"
"Manning Kathy (D-NC)","North Carolina","$485150"
"McGarvey Morgan (D-KY)","Kentucky","$484815"
"Vasquez Gabe (D-NM)","New Mexico","$484218"
"Bliley Thomas J Jr (R-VA)","Virginia","$484067"
"Van Orden Derrick (R-WI)","Wisconsin","$483903"
"Herseth Sandlin Stephanie (D-SD)","South Dakota","$482539"
"Conyers John Jr (D-MI)","Michigan","$480245"
"Miller Jeff (R-FL)","Florida","$479146"
"Fazio Vic (D-CA)","California","$479083"
"Peterson Collin (D-MN)","Minnesota","$478944"
"Clay William L Jr (D-MO)","Missouri","$478862"
"Tiahrt Todd (R-KS)","Kansas","$476510"
"Marchant Kenny (R-TX)","Texas","$476496"
"Love Mia (R-UT)","Utah","$476481"
"Letlow Julia (R-LA)","Louisiana","$475920"
"Cohen Steve (D-TN)","Tennessee","$474400"
"Luetkemeyer Blaine (R-MO)","Missouri","$473157"
"Waltz Michael (R-FL)","Florida","$471534"
"Huffman Jared (D-CA)","California","$470851"
"Burton Dan (R-IN)","Indiana","$470052"
"Moore Gwen (D-WI)","Wisconsin","$469276"
"Hurd Will (R)","","$465639"
"Rice Kathleen (D-NY)","New York","$464785"
"Davis Don (D-NC)","North Carolina","$464603"
"Malliotakis Nicole (R-NY)","New York","$464513"
"Palmer Gary (R-AL)","Alabama","$463662"
"Pearce Steve (R-NM)","New Mexico","$463376"
"McAdams Ben (D-UT)","Utah","$461507"
"Emanuel Rahm (D-IL)","Illinois","$458250"
"Rodriguez Ciro D (D-TX)","Texas","$456984"
"Lynch Stephen (D-MA)","Massachusetts","$456450"
"Stewart Chris (R-UT)","Utah","$455553"
"Handel Karen (R-GA)","Georgia","$453638"
"Johnson Eddie Bernice (D-TX)","Texas","$451516"
"Gonzales Tony (R-TX)","Texas","$448830"
"Fossella Vito (R-NY)","New York","$446661"
"Cardoza Dennis (D-CA)","California","$446562"
"Gallegly Elton (R-CA)","California","$444749"
"Wexton Jennifer (D-VA)","Virginia","$444596"
"Tauscher Ellen (D-CA)","California","$444366"
"Horn Kendra (D-OK)","Oklahoma","$442686"
"Kleczka Jerry (D-WI)","Wisconsin","$441079"
"Kelly Sue (R-NY)","New York","$440096"
"Porter John Edward (R-IL)","Illinois","$437484"
"Westmoreland Lynn A (R-GA)","Georgia","$437300"
"Brooks Mo (R-AL)","Alabama","$437278"
"Carnahan Russ (D-MO)","Missouri","$437222"
"Whitesides George (D-CA)","California","$436045"
"Webster Daniel (R-FL)","Florida","$435976"
"Neugebauer Randy (R-TX)","Texas","$434590"
"Evans Dwight (D-PA)","Pennsylvania","$430982"
"Garcia Mike (R-CA)","California","$430971"
"Cubin Barbara (R-WY)","Wyoming","$430079"
"Hill Katie (D-CA)","California","$429795"
"Griffith Parker (R-AL)","Alabama","$428960"
"Kennedy Joseph P II (D-MA)","Massachusetts","$428883"
"Stenholm Charles W (D-TX)","Texas","$428749"
"Souder Mark E (R-IN)","Indiana","$428296"
"Garamendi John (D-CA)","California","$427871"
"Lee Summer (D-PA)","Pennsylvania","$427871"
"Miller Gary (R-CA)","California","$427097"
"Fincher Steve (R-TN)","Tennessee","$426142"
"Christian-Christensen Donna (D-VI)","Virgin Islands","$426077"
"Vela Filemon (D-TX)","Texas","$426063"
"Adams Alma (D-NC)","North Carolina","$424969"
"Carney John (D-DE)","Delaware","$423779"
"Womack Steve (R-AR)","Arkansas","$421625"
"Young David (R-IA)","Iowa","$421546"
"Roby Martha (R-AL)","Alabama","$421064"
"McIntosh David M (R-IN)","Indiana","$420322"
"Walker Mark (R-NC)","North Carolina","$415174"
"Weldon Curt (R-PA)","Pennsylvania","$414902"
"Biggert Judy (R-IL)","Illinois","$414875"
"Armstrong Kelly (R-ND)","North Dakota","$414179"
"Coble Howard (R-NC)","North Carolina","$413925"
"King Steven A (R-IA)","Iowa","$413558"
"Mace Nancy (R-SC)","South Carolina","$413461"
"Reschenthaler Guy (R-PA)","Pennsylvania","$413405"
"Min Dave (D-CA)","California","$413228"
"Amash Justin (R-MI)","Michigan","$412937"
"Lungren Dan (R-CA)","California","$412912"
"Jefferson William J (D-LA)","Louisiana","$411398"
"Salinas Andrea (D-OR)","Oregon","$411360"
"Graves Tom (R-GA)","Georgia","$411150"
"Norman Ralph (R-SC)","South Carolina","$409818"
"Taylor Charles H (R-NC)","North Carolina","$409446"
"Olver John W (D-MA)","Massachusetts","$409089"
"Delaney John K (D)","","$408688"
"Steube Greg (R-FL)","Florida","$408574"
"Wexler Robert (D-FL)","Florida","$408300"
"Barrett Gresham (R-SC)","South Carolina","$407736"
"Sherwood Don (R-PA)","Pennsylvania","$405901"
"Collins Mac (R-GA)","Georgia","$405386"
"Comstock Barbara (R-VA)","Virginia","$404741"
"Griffin Tim (R-AR)","Arkansas","$404154"
"Rose John (R-TN)","Tennessee","$403617"
"Carter Troy (D-LA)","Louisiana","$401686"
"Abraham Ralph (R-LA)","Louisiana","$401609"
"Hooley Darlene (D-OR)","Oregon","$400672"
"Payne Donald M (D-NJ)","New Jersey","$400509"
"Escobar Veronica (D-TX)","Texas","$400005"
"Bice Stephanie (R-OK)","Oklahoma","$399952"
"Shuster Bill (R-PA)","Pennsylvania","$399660"
"MacArthur Thomas (R-NJ)","New Jersey","$399546"
"Cisneros Gil (D-CA)","California","$399456"
"Carbajal Salud (D-CA)","California","$397084"
"Skelton Ike (D-MO)","Missouri","$396729"
"Luther Bill (D-MN)","Minnesota","$395593"
"Inglis Bob (R-SC)","South Carolina","$395384"
"Carey Mike (R-OH)","Ohio","$395355"
"Sarbanes John (D-MD)","Maryland","$395282"
"Gray Adam (D-CA)","California","$394180"
"Feenstra Randy (R-IA)","Iowa","$391885"
"Wynn Albert R (D-MD)","Maryland","$391340"
"Schwarz Joe (R-MI)","Michigan","$389918"
"Hilleary Van (R-TN)","Tennessee","$386591"
"McKinney Cynthia (3)","","$385837"
"Sweeney John E (R-NY)","New York","$385377"
"Hoekstra Peter (R-MI)","Michigan","$385310"
"Hayes Jahana (D-CT)","Connecticut","$385286"
"Shuler Heath (D-NC)","North Carolina","$384560"
"Carson Brad R (D-OK)","Oklahoma","$383614"
"Huizenga Bill (R-MI)","Michigan","$383541"
"Waters Maxine (D-CA)","California","$381937"
"Hastings Alcee (D-FL)","Florida","$380514"
"Taylor Van (R-TX)","Texas","$380354"
"Davis Artur (R-AL)","Alabama","$377876"
"Ose Doug (R-CA)","California","$375039"
"Barber Ron (D-AZ)","Arizona","$374843"
"Gaetz Matt (R-FL)","Florida","$374219"
"Cunningham Joe (D-SC)","South Carolina","$374010"
"Scott Bobby (D-VA)","Virginia","$373523"
"Kiggans Jen (R-VA)","Virginia","$371332"
"Byrne Bradley (R-AL)","Alabama","$371278"
"Conaway Herb (D-NJ)","New Jersey","$371238"
"Harris Katherine (R-FL)","Florida","$371085"
"Spartz Victoria (R-IN)","Indiana","$371085"
"Woolsey Lynn (D-CA)","California","$370724"
"Gooden Lance (R-TX)","Texas","$368397"
"Runyan Jon (R-NJ)","New Jersey","$367534"
"Sires Albio (D-NJ)","New Jersey","$367134"
"Payne Donald M Jr (D-NJ)","New Jersey","$367034"
"Magaziner Seth (D-RI)","Rhode Island","$365502"
"Amodei Mark (R-NV)","Nevada","$365450"
"Baird Brian (D-WA)","Washington","$364568"
"Gonzalez Jenniffer (3-PR)","Puerto Rico","$362993"
"Garbarino Andrew (R-NY)","New York","$362949"
"Harman Jane (D-CA)","California","$362094"
"Miller George (D-CA)","California","$361274"
"Boehlert Sherwood (R-NY)","New York","$361102"
"Torres Norma (D-CA)","California","$360679"
"Pressley Ayanna (D-MA)","Massachusetts","$360599"
"DeFazio Peter (D-OR)","Oregon","$359468"
"Luna Anna Paulina (R-FL)","Florida","$358352"
"Thomas Craig (R-WY)","Wyoming","$358040"
"Boren Dan (D-OK)","Oklahoma","$355260"
"Young Don (R-AK)","Alaska","$353789"
"Campbell John (R-CA)","California","$353725"
"Solis Hilda L (D-CA)","California","$352509"
"Salmon Matt (R-AZ)","Arizona","$352473"
"Gillen Laura (D-NY)","New York","$352038"
"Roukema Marge (R-NJ)","New Jersey","$351296"
"Gibson Chris (R-NY)","New York","$350500"
"Goode Virgil (3)","","$346160"
"Forbes Randy (R-VA)","Virginia","$345821"
"Rosendale Matt (R-MT)","Montana","$345479"
"Lewis Jason (R-MN)","Minnesota","$344951"
"Sykes Emilia (D-OH)","Ohio","$344526"
"Wolf Frank (R-VA)","Virginia","$344463"
"Schauer Mark (D-MI)","Michigan","$344120"
"Gallego Pete (D-TX)","Texas","$342875"
"Ellzey Jake (R-TX)","Texas","$342861"
"Hinchey Maurice (D-NY)","New York","$341844"
"Rahall Nick (D-WV)","West Virginia","$340941"
"Quigley Mike (D-IL)","Illinois","$340913"
"Lawler Mike (R-NY)","New York","$340661"
"Hurt Robert (R-VA)","Virginia","$340200"
"Dooley Cal (D-CA)","California","$338829"
"Ross Dennis (R-FL)","Florida","$337990"
"Sekula-Gibbs Shelley (R-TX)","Texas","$336779"
"Sorensen Eric (D-IL)","Illinois","$335599"
"Davis Lincoln (D-TN)","Tennessee","$334875"
"Dickey Jay (R-AR)","Arkansas","$333129"
"Peterson John E (R-PA)","Pennsylvania","$332595"
"Pingree Chellie (D-ME)","Maine","$332333"
"Oxley Michael G (R-OH)","Ohio","$331434"
"Maloney Jim (D-CT)","Connecticut","$331397"
"Kildee Dale E (D-MI)","Michigan","$330661"
"Obernolte Jay (R-CA)","California","$329100"
"McCotter Thaddeus G (R)","","$326824"
"Hultgren Randy (R-IL)","Illinois","$324783"
"Hunt Wesley (R-TX)","Texas","$323466"
"Nye Glenn (D-VA)","Virginia","$322804"
"Craig Larry (R-ID)","Idaho","$320525"
"Cammack Kat (R-FL)","Florida","$320298"
"Herrell Yvette (R-NM)","New Mexico","$319000"
"De La Cruz Monica (R-TX)","Texas","$315948"
"Lowenthal Alan (D-CA)","California","$315136"
"Chavez-Deremer Lori (R-OR)","Oregon","$314556"
"Gilman Benjamin A (R-NY)","New York","$314400"
"Deluzio Christopher (D-PA)","Pennsylvania","$313905"
"Watt Melvin L (D-NC)","North Carolina","$313895"
"Rogan James E (R-CA)","California","$313643"
"Tipton Scott (R-CO)","Colorado","$313240"
"Miller Candice S (R-MI)","Michigan","$312981"
"Landsman Greg (D-OH)","Ohio","$312956"
"Perry Scott (R-PA)","Pennsylvania","$312770"
"Dicks Norm (D-WA)","Washington","$312642"
"Costello Jerry F (D-IL)","Illinois","$312100"
"Owens Bill (D-NY)","New York","$312034"
"Taylor Gene (R-MS)","Mississippi","$311020"
"Grams Rod (R-MN)","Minnesota","$310758"
"Napolitano Grace (D-CA)","California","$309407"
"Weiner Anthony D (D-NY)","New York","$308981"
"Lucas Frank D (R-OK)","Oklahoma","$307373"
"Grayson Alan (D-FL)","Florida","$305624"
"Moakley Joe (D-MA)","Massachusetts","$305102"
"Donalds Byron (R-FL)","Florida","$304742"
"Bishop Dan (R-NC)","North Carolina","$303456"
"Salazar John (D-CO)","Colorado","$303158"
"Regula Ralph (R-OH)","Ohio","$302810"
"Rigell Scott (R-VA)","Virginia","$301959"
"Reyes Silvestre (D-TX)","Texas","$301790"
"Gowdy Trey (R-SC)","South Carolina","$301717"
"Houghton Amo (R-NY)","New York","$301582"
"Sensenbrenner Jim (R-WI)","Wisconsin","$300975"
"Putnam Adam H (R-FL)","Florida","$300688"
"Greene Marjorie Taylor (R-GA)","Georgia","$299299"
"Buck Ken (R-CO)","Colorado","$298749"
"McClintock Tom (R-CA)","California","$298454"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$297499"
"Abercrombie Neil (D-HI)","Hawaii","$297190"
"Stauber Pete (R-MN)","Minnesota","$296790"
"Schilling Bobby (R-IL)","Illinois","$296543"
"Fattah Chaka (D-PA)","Pennsylvania","$296050"
"Crenshaw Ander (R-FL)","Florida","$295750"
"Strickland Marilyn (D-WA)","Washington","$295516"
"Owens Burgess (R-UT)","Utah","$295445"
"Frank Barney (D-MA)","Massachusetts","$295294"
"Watts J C Jr (R-OK)","Oklahoma","$292874"
"Sodrel Mike (R-IN)","Indiana","$292668"
"Woodall Rob (R-GA)","Georgia","$292100"
"Allard Wayne (R-CO)","Colorado","$291713"
"Mulvaney Mick (R-SC)","South Carolina","$291456"
"Canseco Quico (R-TX)","Texas","$291136"
"Bynum Janelle (D-OR)","Oregon","$288720"
"Paxon Bill (R-NY)","New York","$288280"
"Davis Jim (D-FL)","Florida","$288011"
"Fox Jon D (R-PA)","Pennsylvania","$287250"
"Johnson Hank (D-GA)","Georgia","$285413"
"Ashford Brad (D-NE)","Nebraska","$285203"
"McMahon Michael E (D-NY)","New York","$285070"
"Neguse Joseph (D-CO)","Colorado","$284210"
"Poliquin Bruce (R-ME)","Maine","$284149"
"Bridenstine James (R-OK)","Oklahoma","$283842"
"Hanabusa Colleen (D-HI)","Hawaii","$283350"
"Hastings Doc (R-WA)","Washington","$283318"
"Arcuri Mike (D-NY)","New York","$282998"
"Halvorson Deborah (D-IL)","Illinois","$280611"
"Pettersen Brittany (D-CO)","Colorado","$279631"
"Mcdonald Rivet Kristen (D-MI)","Michigan","$279572"
"Carney Chris (D-PA)","Pennsylvania","$279299"
"Klink Ron (D-PA)","Pennsylvania","$279092"
"Farenthold Blake (R-TX)","Texas","$278765"
"Armey Dick (R-TX)","Texas","$278451"
"Moody Jim (D-WI)","Wisconsin","$278185"
"Sutton Betty Sue (D-OH)","Ohio","$277958"
"Crockett Jasmine (D-TX)","Texas","$277615"
"Ehlers Vernon J (R-MI)","Michigan","$277585"
"Kilpatrick Carolyn Cheeks (D-MI)","Michigan","$276827"
"Pierluisi Pedro (D-PR)","Puerto Rico","$276524"
"Musgrave Marilyn (R-CO)","Colorado","$276509"
"Cannon Chris (R-UT)","Utah","$275933"
"Bean Aaron (R-FL)","Florida","$275795"
"Jackson Jeff (D-NC)","North Carolina","$275736"
"Massie Thomas (R-KY)","Kentucky","$274262"
"Drake Thelma (R-VA)","Virginia","$274175"
"Kolbe Jim (R-AZ)","Arizona","$274025"
"Hunter Duncan D (R-CA)","California","$273737"
"Lesko Debbie (R-AZ)","Arizona","$273340"
"Acevedo-Vila Anibal (D-PR)","Puerto Rico","$272860"
"Duncan John J Jr (R-TN)","Tennessee","$272769"
"Ellsworth Brad (D-IN)","Indiana","$271580"
"Istook Ernest J (R-OK)","Oklahoma","$270146"
"Clement Bob (D-TN)","Tennessee","$269675"
"Newman Marie (D-IL)","Illinois","$269157"
"Lantos Tom (D-CA)","California","$269074"
"Minnick Walt (D-ID)","Idaho","$268372"
"Andrews Michael Allen (D-TX)","Texas","$268185"
"Palazzo Steven (R-MS)","Mississippi","$267997"
"Ney Bob (R-OH)","Ohio","$267439"
"Burchett Tim (R-TN)","Tennessee","$267172"
"Mullin Kevin (D-CA)","California","$266656"
"Moore Tim (R-NC)","North Carolina","$266349"
"Hyde Henry J (R-IL)","Illinois","$266302"
"Grothman Glenn (R-WI)","Wisconsin","$265456"
"Donovan Dan (R-NY)","New York","$265075"
"Quinn Jack (R-NY)","New York","$264571"
"Levin Andy (D-MI)","Michigan","$264489"
"Baker Richard (R-LA)","Louisiana","$264150"
"McBride Sarah (D-DE)","Delaware","$264057"
"Turner Jim (D-TX)","Texas","$263713"
"Austria Steve (R-OH)","Ohio","$262500"
"Brewster Bill (D-OK)","Oklahoma","$262026"
"Guinta Frank (R-NH)","New Hampshire","$262014"
"Higgins Clay (R-LA)","Louisiana","$261946"
"Crane Eli (R-AZ)","Arizona","$259757"
"Weygand Bob (D-RI)","Rhode Island","$259218"
"Watkins Wes (R-OK)","Oklahoma","$258966"
"Rivera David (R-FL)","Florida","$258750"
"Pittenger Robert (R-NC)","North Carolina","$258059"
"Ciscomani Juan (R-AZ)","Arizona","$257422"
"Campbell Ben Nighthorse (R-CO)","Colorado","$257388"
"Brown Anthony (D-MD)","Maryland","$257273"
"Critz Mark (D-PA)","Pennsylvania","$256760"
"Fudge Marcia (D-OH)","Ohio","$254722"
"Frost Maxwell (D-FL)","Florida","$254386"
"Ryun Jim (R-KS)","Kansas","$254033"
"Levine Mel (D-CA)","California","$252199"
"Franks Gary A (R-CT)","Connecticut","$252100"
"Margolies Marjorie (D-PA)","Pennsylvania","$250749"
"Guest Michael (R-MS)","Mississippi","$250726"
"Fallin Mary (R-OK)","Oklahoma","$250270"
"Kratovil Frank (D-MD)","Maryland","$250000"
"Budzinski Nikki (D-IL)","Illinois","$247773"
"Lummis Cynthia (R-WY)","Wyoming","$247427"
"Faso John (R-NY)","New York","$247134"
"Schmidt Jean (R-OH)","Ohio","$247099"
"Scarborough Joe (R-FL)","Florida","$247032"
"Brown Henry (R-SC)","South Carolina","$246100"
"Ehrlich Bob (R-MD)","Maryland","$245843"
"Kosmas Suzanne (D-FL)","Florida","$245518"
"Baca Joe (D-CA)","California","$244443"
"Djou Charles (R-HI)","Hawaii","$244325"
"Doolittle John T (R-CA)","California","$244310"
"Mitchell Harry (D-AZ)","Arizona","$243934"
"Sandlin Max (D-TX)","Texas","$243750"
"Dexter Maxine (D-OR)","Oregon","$242995"
"Grimm Michael (R-NY)","New York","$242946"
"Schenk Lynn (D-CA)","California","$242380"
"Schaffer Bob (R-CO)","Colorado","$242259"
"Weber Randy (R-TX)","Texas","$241080"
"Chandler Rod (R-WA)","Washington","$241014"
"Newhouse Dan (R-WA)","Washington","$240423"
"Mollohan Alan B (D-WV)","West Virginia","$240359"
"Kissell Larry (D-NC)","North Carolina","$239700"
"Tran Derek (D-CA)","California","$239283"
"Kiley Kevin (R-CA)","California","$238886"
"Fields Jack M Jr (R-TX)","Texas","$238395"
"Renzi Rick (R-AZ)","Arizona","$238163"
"Radanovich George (R-CA)","California","$237650"
"Miller Brad (D-NC)","North Carolina","$236830"
"Wilson Charlie (D-OH)","Ohio","$236722"
"Roy Chip (R-TX)","Texas","$236616"
"Gutierrez Luis V (D-IL)","Illinois","$235397"
"Gibbons Jim (R-NV)","Nevada","$234915"
"Livingston Robert L (R-LA)","Louisiana","$234705"
"Lamborn Doug (R-CO)","Colorado","$234173"
"McHugh John M (R-NY)","New York","$234063"
"Delahunt Bill (D-MA)","Massachusetts","$233854"
"Hostettler John (R-IN)","Indiana","$233654"
"Gutknecht Gil (R-MN)","Minnesota","$233611"
"Rooney Tom (R-FL)","Florida","$231950"
"LaLota Nick (R-NY)","New York","$231905"
"Brady Robert A (D-PA)","Pennsylvania","$231751"
"Cunningham Randy (Duke) (R-CA)","California","$231711"
"Hodes Paul W (D-NH)","New Hampshire","$231685"
"Gillmor Paul E (R-OH)","Ohio","$231650"
"Gianforte Greg (R-MT)","Montana","$231374"
"Jones Stephanie Tubbs (D-OH)","Ohio","$230876"
"Bentsen Ken (D-TX)","Texas","$229387"
"Flores Mayra (R-TX)","Texas","$229283"
"McCurdy Dave (D-OK)","Oklahoma","$228752"
"Smith Bob (R-NH)","New Hampshire","$228314"
"McInnis Scott (R-CO)","Colorado","$227922"
"Yakym Rudy (R-IN)","Indiana","$227805"
"Lawrence Brenda (D-MI)","Michigan","$227132"
"Nickel Wiley (D-NC)","North Carolina","$226541"
"Kihuen Ruben (D-NV)","Nevada","$226535"
"Clarke Hansen (D-MI)","Michigan","$226476"
"Walsh Joe (R)","","$226277"
"Fernandez Teresa Leger (D-NM)","New Mexico","$225018"
"Houchin Erin (R-IN)","Indiana","$224374"
"Evans Lane (D-IL)","Illinois","$224062"
"Bradley Jeb (R-NH)","New Hampshire","$223841"
"Case Ed (D-HI)","Hawaii","$223285"
"Grijalva Raul M (D-AZ)","Arizona","$223225"
"Meadows Mark (R-NC)","North Carolina","$223037"
"Murphy Scott (D-NY)","New York","$222405"
"Molinari Susan (R-NY)","New York","$221436"
"Lucas Ken (D-KY)","Kentucky","$221357"
"Tauke Tom (R-IA)","Iowa","$221264"
"Wheat Alan (D-MO)","Missouri","$220683"
"Christensen Jon (R-NE)","Nebraska","$220192"
"Moskowitz Jared (D-FL)","Florida","$220153"
"Menendez Rob (D-NJ)","New Jersey","$219360"
"McEachin Donald (D-VA)","Virginia","$219158"
"Timmons William (R-SC)","South Carolina","$218518"
"Everett Terry (R-AL)","Alabama","$218450"
"Hall John (D-NY)","New York","$217858"
"Bryant John (D-TX)","Texas","$217828"
"Neumann Mark W (R-WI)","Wisconsin","$217322"
"Cawthorn Madison (R-NC)","North Carolina","$216900"
"Johnson Julie (D-TX)","Texas","$216076"
"Rostenkowski Dan (D-IL)","Illinois","$215500"
"Loudermilk Barry (R-GA)","Georgia","$215485"
"Adams Sandy (R-FL)","Florida","$215250"
"Boccieri John A (D-OH)","Ohio","$214750"
"Molinaro Marc (R-NY)","New York","$213641"
"Kelly Trent (R-MS)","Mississippi","$213494"
"Pastor Ed (D-AZ)","Arizona","$211297"
"Rowland James Roy Jr (D-GA)","Georgia","$210788"
"Laturner Jake (R-KS)","Kansas","$210362"
"Graham Gwen (D-FL)","Florida","$208694"
