"Representative","State","Amount"
"Pomeroy Earl (D-ND)","North Dakota","$113050"
"Rigell Scott (R-VA)","Virginia","$113000"
"Evans Gabe (R-CO)","Colorado","$112929"
"Sharp Philip R (D-IN)","Indiana","$112839"
"Frelinghuysen Rodney (R-NJ)","New Jersey","$112650"
"Hostettler John (R-IN)","Indiana","$112350"
"Duarte John (R-CA)","California","$112067"
"Renzi Rick (R-AZ)","Arizona","$111378"
"Bentz Cliff (R-OR)","Oregon","$111090"
"Cammack Kat (R-FL)","Florida","$110817"
"Salmon Matt (R-AZ)","Arizona","$110427"
"Bryant Ed (R-TN)","Tennessee","$109950"
"Reichert Dave (R-WA)","Washington","$109848"
"Burns Max (R-GA)","Georgia","$109729"
"Stabenow Debbie (D-MI)","Michigan","$109709"
"McCormick Richard (R-GA)","Georgia","$109671"
"Van Hollen Chris (D-MD)","Maryland","$108926"
"Williams Brandon (R-NY)","New York","$108884"
"D'Esposito Anthony (R-NY)","New York","$108845"
"Linder John (R-GA)","Georgia","$108775"
"Edwards Mickey (R-OK)","Oklahoma","$108649"
"Wenstrup Brad (R-OH)","Ohio","$108367"
"Reyes Silvestre (D-TX)","Texas","$108250"
"Franks Trent (R-AZ)","Arizona","$108200"
"Loudermilk Barry (R-GA)","Georgia","$108155"
"Gosar Paul (R-AZ)","Arizona","$107807"
"Guinta Frank (R-NH)","New Hampshire","$107400"
"Hurt Robert (R-VA)","Virginia","$107300"
"Lipinski Daniel (D-IL)","Illinois","$107290"
"Massie Thomas (R-KY)","Kentucky","$107018"
"Campbell Tom (R-CA)","California","$106956"
"McIntyre Mike (D-NC)","North Carolina","$106850"
"Brooks Jack Bascom (D-TX)","Texas","$106150"
"Brooks Susan (R-IN)","Indiana","$105750"
"Meuser Dan (R-PA)","Pennsylvania","$105650"
"Norcross Don (D-NJ)","New Jersey","$105000"
"Ferguson Mike (R-NJ)","New Jersey","$104100"
"Parker Mike (R-MS)","Mississippi","$102969"
"Chapman Jim (D-TX)","Texas","$102623"
"Weldon Curt (R-PA)","Pennsylvania","$102600"
"Murphy Christopher S (D-CT)","Connecticut","$102157"
"Emerson Jo Ann (R-MO)","Missouri","$101375"
"Kim Andy (D-NJ)","New Jersey","$101208"
"Kind Ron (D-WI)","Wisconsin","$101082"
"LaLota Nick (R-NY)","New York","$101038"
"Saiki Patricia Fukuda (R-HI)","Hawaii","$100664"
"Levin Sander (D-MI)","Michigan","$100613"
"Blum Rod (R-IA)","Iowa","$100552"
"Schuette Bill (R-MI)","Michigan","$99902"
"Oberstar James L (D-MN)","Minnesota","$99900"
"Malinowski Tom (D-NJ)","New Jersey","$99842"
"Buyer Steve (R-IN)","Indiana","$99440"
"Ribble Reid (R-WI)","Wisconsin","$98750"
"Green Al (D-TX)","Texas","$98509"
"Broun Paul (R-GA)","Georgia","$98200"
"Hurd Jeffrey (R-CO)","Colorado","$98100"
"Rice Tom (R-SC)","South Carolina","$97850"
"Sensenbrenner Jim (R-WI)","Wisconsin","$97800"
"Moore Blake (R-UT)","Utah","$97000"
"Fischbach Michelle (R-MN)","Minnesota","$96853"
"Berry Marion (D-AR)","Arkansas","$96526"
"Byrne Bradley (R-AL)","Alabama","$96375"
"Kuykendall Steven T (R-CA)","California","$95950"
"Biggert Judy (R-IL)","Illinois","$95300"
"Ross Dennis (R-FL)","Florida","$95250"
"Costello Ryan (R-PA)","Pennsylvania","$94950"
"Tauscher Ellen (D-CA)","California","$94750"
"Neumann Mark W (R-WI)","Wisconsin","$94725"
"Gutknecht Gil (R-MN)","Minnesota","$94700"
"Higgins Brian M (D-NY)","New York","$94700"
"Rooney Tom (R-FL)","Florida","$94600"
"Meadows Mark (R-NC)","North Carolina","$94405"
"Langworthy Nick (R-NY)","New York","$94366"
"Bonner Jo (R-AL)","Alabama","$94150"
"Coble Howard (R-NC)","North Carolina","$93900"
"Slotkin Elissa (D-MI)","Michigan","$93592"
"Wright Ron (R-TX)","Texas","$93000"
"Saxton Jim (R-NJ)","New Jersey","$92940"
"Meeks Gregory (D-NY)","New York","$92750"
"LaHood Ray (R-IL)","Illinois","$92527"
"Gallegly Elton (R-CA)","California","$92313"
"Castle Michael N (R-DE)","Delaware","$92250"
"Donovan Dan (R-NY)","New York","$92100"
"Owens Burgess (R-UT)","Utah","$91983"
"Webster Daniel (R-FL)","Florida","$91841"
"Franks Gary A (R-CT)","Connecticut","$91700"
"King Steven A (R-IA)","Iowa","$91685"
"Barrett Tom (R-MI)","Michigan","$91603"
"Wise Bob (D-WV)","West Virginia","$91600"
"Kennedy Joe III (D-MA)","Massachusetts","$91510"
"Begich Nick III (R-AK)","Alaska","$91044"
"Ros-Lehtinen Ileana (R-FL)","Florida","$91040"
"Moore Riley (R-WV)","West Virginia","$90866"
"Fossella Vito (R-NY)","New York","$90350"
"Nussle Jim (R-IA)","Iowa","$90300"
"Hultgren Randy (R-IL)","Illinois","$90200"
"Foster Bill (D-IL)","Illinois","$90190"
"Obey David R (D-WI)","Wisconsin","$90000"
"Westmoreland Lynn A (R-GA)","Georgia","$89500"
"LaTourette Steve (R-OH)","Ohio","$88950"
"Putnam Adam H (R-FL)","Florida","$88850"
"Gowdy Trey (R-SC)","South Carolina","$88675"
"Waltz Michael (R-FL)","Florida","$87738"
"Gaetz Matt (R-FL)","Florida","$87611"
"Lowey Nita M (D-NY)","New York","$87400"
"Crane Phil (R-IL)","Illinois","$87185"
"Golden Jared (D-ME)","Maine","$86914"
"Redmond Bill (R-NM)","New Mexico","$86832"
"Gallego Ruben (D-AZ)","Arizona","$86761"
"Smith Chris (R-NJ)","New Jersey","$86731"
"Moorhead Carlos J (R-CA)","California","$86521"
"Sherwood Don (R-PA)","Pennsylvania","$86400"
"Stupak Bart (D-MI)","Michigan","$86350"
"Donnelly Joe (D-IN)","Indiana","$86317"
"Johnson Eddie Bernice (D-TX)","Texas","$86276"
"Altmire Jason (D-PA)","Pennsylvania","$86239"
"Roby Martha (R-AL)","Alabama","$85900"
"Turner Jim (D-TX)","Texas","$85850"
"Lewis Ron (R-KY)","Kentucky","$85600"
"Wynn Albert R (D-MD)","Maryland","$85556"
"Bresnahan Rob (R-PA)","Pennsylvania","$85313"
"Woodall Rob (R-GA)","Georgia","$85100"
"Latham Tom (R-IA)","Iowa","$84950"
"Crane Eli (R-AZ)","Arizona","$84850"
"Marlenee Ron (R-MT)","Montana","$84849"
"Gimenez Carlos (R-FL)","Florida","$84818"
"Huffington Michael (R-CA)","California","$84812"
"Cox Christopher (R-CA)","California","$84700"
"LoBiondo Frank (R-NJ)","New Jersey","$84425"
"Holloway Clyde C (R-LA)","Louisiana","$84400"
"Miller George (D-CA)","California","$84339"
"Baesler Scotty (D-KY)","Kentucky","$84200"
"Bryant John (D-TX)","Texas","$83750"
"Hansen James V (R-UT)","Utah","$83475"
"Marino Tom (R-PA)","Pennsylvania","$83450"
"Quayle Ben (R-AZ)","Arizona","$83375"
"Bonior David E (D-MI)","Michigan","$83336"
"Brat Dave (R-VA)","Virginia","$83150"
"Nadler Jerrold (D-NY)","New York","$83013"
"Brady Robert A (D-PA)","Pennsylvania","$82200"
"Glickman Daniel Robert (D-KS)","Kansas","$81200"
"Greenwood James C (R-PA)","Pennsylvania","$81200"
"Hilleary Van (R-TN)","Tennessee","$81156"
"Peters Scott (D-CA)","California","$80898"
"McGuire John (R-VA)","Virginia","$80705"
"Hill Baron (D-IN)","Indiana","$80450"
"Ose Doug (R-CA)","California","$80250"
"Obernolte Jay (R-CA)","California","$80210"
"Mulvaney Mick (R-SC)","South Carolina","$79150"
"Lee Susie (D-NV)","Nevada","$78861"
"Quinn Jack (R-NY)","New York","$78800"
"Boyd Allen (D-FL)","Florida","$78596"
"Knollenberg Joe (R-MI)","Michigan","$77350"
"Wamp Zach (R-TN)","Tennessee","$77134"
"Keller Ric (R-FL)","Florida","$76525"
"Sodrel Mike (R-IN)","Indiana","$76000"
"Towns Edolphus (D-NY)","New York","$75595"
"Pittenger Robert (R-NC)","North Carolina","$75100"
"Ramstad Jim (R-MN)","Minnesota","$75100"
"Gonzalez Anthony (R-OH)","Ohio","$75002"
"Ganske Greg (R-IA)","Iowa","$74875"
"Napolitano Grace (D-CA)","California","$74690"
"Hollingsworth Trey (R-IN)","Indiana","$74450"
"Deal Nathan (R-GA)","Georgia","$74425"
"Carter Troy (D-LA)","Louisiana","$74400"
"Jeffries Hakeem (D-NY)","New York","$74373"
"Vucanovich Barbara F (R-NV)","Nevada","$73450"
"Barr Bob (R-GA)","Georgia","$73350"
"Bilirakis Michael (R-FL)","Florida","$73339"
"DeFazio Peter (D-OR)","Oregon","$73228"
"Moore Dennis (D-KS)","Kansas","$73208"
"Gibbons Jim (R-NV)","Nevada","$73199"
"Dicks Norm (D-WA)","Washington","$73160"
"Pastor Ed (D-AZ)","Arizona","$72700"
"Diaz-Balart Lincoln (R-FL)","Florida","$72475"
"Harris Katherine (R-FL)","Florida","$72201"
"Stearns Cliff (R-FL)","Florida","$72115"
"Maloy Celeste (R-UT)","Utah","$71575"
"Collins Mike (R-GA)","Georgia","$71534"
"Demings Val (D-FL)","Florida","$70973"
"Berkley Shelley (D-NV)","Nevada","$70848"
"Chenoweth Helen (R-ID)","Idaho","$70800"
"Hayworth Nan (R-NY)","New York","$70300"
"Cline Ben (R-VA)","Virginia","$69961"
"Kelly Sue (R-NY)","New York","$69710"
"Gibson Chris (R-NY)","New York","$69450"
"Snowbarger Vince (R-KS)","Kansas","$69225"
"Burton Dan (R-IN)","Indiana","$69202"
"Sali Bill (R-ID)","Idaho","$69150"
"Shows Ronnie (D-MS)","Mississippi","$69000"
"Gallego Pete (D-TX)","Texas","$68750"
"Chocola Chris (R-IN)","Indiana","$68650"
"Hill Rick (R-MT)","Montana","$68600"
"Hyde Henry J (R-IL)","Illinois","$68480"
"Swalwell Eric (D-CA)","California","$68385"
"Gibbons Sam (D-FL)","Florida","$68300"
"Kennedy Patrick J (D-RI)","Rhode Island","$68102"
"Slattery Jim (D-KS)","Kansas","$68049"
"Schilling Bobby (R-IL)","Illinois","$67300"
"Djou Charles (R-HI)","Hawaii","$67050"
"Clement Bob (D-TN)","Tennessee","$66921"
"Scott David (D-GA)","Georgia","$66800"
"Duckworth Tammy (D-IL)","Illinois","$66621"
"Downing Troy (R-MT)","Montana","$66608"
"Hardy Cresent (R-NV)","Nevada","$66600"
"Abraham Ralph (R-LA)","Louisiana","$66553"
"Miller Candice S (R-MI)","Michigan","$66200"
"Smith Adam (D-WA)","Washington","$66200"
"Lucas Ken (D-KY)","Kentucky","$65700"
"MacArthur Thomas (R-NJ)","New Jersey","$65700"
"Hamilton Lee H (D-IN)","Indiana","$65550"
"Riley Bob (R-AL)","Alabama","$65000"
"Van Drew Jeff (R-NJ)","New Jersey","$64978"
"Foley Thomas S (D-WA)","Washington","$64974"
"Sires Albio (D-NJ)","New Jersey","$64900"
"Bishop Timothy H (D-NY)","New York","$64500"
"Bentley Helen Delich (R-MD)","Maryland","$64491"
"Timmons William (R-SC)","South Carolina","$64405"
"Grimm Michael (R-NY)","New York","$64300"
"Norman Ralph (R-SC)","South Carolina","$64182"
"Kuhl John R Jr (R-NY)","New York","$64050"
"Fox Jon D (R-PA)","Pennsylvania","$63650"
"Luetkemeyer Blaine (R-MO)","Missouri","$63631"
"Escobar Veronica (D-TX)","Texas","$63519"
"DeLauro Rosa (D-CT)","Connecticut","$63220"
"Bishop Dan (R-NC)","North Carolina","$63206"
"Hoekstra Peter (R-MI)","Michigan","$62525"
"Steube Greg (R-FL)","Florida","$62430"
"Manton Thomas J (D-NY)","New York","$62265"
"Scott Austin (R-GA)","Georgia","$62237"
"Manzullo Don (R-IL)","Illinois","$61790"
"Aguilar Pete (D-CA)","California","$61506"
"Burchett Tim (R-TN)","Tennessee","$61356"
"Hulshof Kenny (R-MO)","Missouri","$61300"
"Brown Henry (R-SC)","South Carolina","$61100"
"Miller Gary (R-CA)","California","$60850"
"Craig Angie (D-MN)","Minnesota","$60771"
"Rutherford John (R-FL)","Florida","$60600"
"Bateman Herbert H (R-VA)","Virginia","$60250"
"McClain Lisa (R-MI)","Michigan","$60231"
"Beyer Don (D-VA)","Virginia","$60202"
"Hagedorn Jim (R-MN)","Minnesota","$60147"
"Engel Eliot (D-NY)","New York","$60100"
"Wu David (D-OR)","Oregon","$59900"
"Gabbard Tulsi (D-HI)","Hawaii","$59759"
"Perez Marie Gluesenkamp (D-WA)","Washington","$59712"
"Ballenger Cass (R-NC)","North Carolina","$59550"
"Klink Ron (D-PA)","Pennsylvania","$59350"
"Shays Christopher (R-CT)","Connecticut","$59350"
"Payne Donald M Jr (D-NJ)","New Jersey","$59250"
"Crow Jason (D-CO)","Colorado","$59205"
"McAdams Ben (D-UT)","Utah","$59205"
"Watkins Steve (R-KS)","Kansas","$59064"
"Schmidt Jean (R-OH)","Ohio","$58900"
"Fulcher Russ (R-ID)","Idaho","$58600"
"Baker Bill (R-CA)","California","$58516"
"Desjarlais Scott (R-TN)","Tennessee","$58350"
"Cummings Elijah E (D-MD)","Maryland","$58253"
"Goode Virgil (3)","","$57650"
"Bera Ami (D-CA)","California","$57323"
"Pascrell Bill Jr (D-NJ)","New Jersey","$57300"
"Herseth Sandlin Stephanie (D-SD)","South Dakota","$57150"
"Fallon Patrick (R-TX)","Texas","$57105"
"Finstad Brad (R-MN)","Minnesota","$57000"
"Cartwright Matt (D-PA)","Pennsylvania","$56965"
"Schiff Steven H (R-NM)","New Mexico","$56700"
"Rivera David (R-FL)","Florida","$56350"
"Moran Jim (D-VA)","Virginia","$56300"
"Anthony Beryl F Jr (D-AR)","Arkansas","$56232"
"Sekula-Gibbs Shelley (R-TX)","Texas","$56151"
"Tiffany Tom (R-WI)","Wisconsin","$55965"
"McGovern James P (D-MA)","Massachusetts","$55678"
"Etheridge Bob (D-NC)","North Carolina","$55650"
"Buerkle Ann Marie (R-NY)","New York","$55450"
"Lee Laurel (R-FL)","Florida","$55210"
"Roemer Tim (D-IN)","Indiana","$55075"
"Coleman Ronald D (D-TX)","Texas","$55055"
"Ezell Mike (R-MS)","Mississippi","$55000"
"Otter C L (Butch) (R-ID)","Idaho","$54919"
"Meijer Peter (R-MI)","Michigan","$54913"
"Davidson Warren (R-OH)","Ohio","$54586"
"Roe Phil (R-TN)","Tennessee","$54550"
"Critz Mark (D-PA)","Pennsylvania","$54500"
"Edwards Chuck (R-NC)","North Carolina","$54460"
"Thurman Karen L (D-FL)","Florida","$54100"
"Skelton Ike (D-MO)","Missouri","$53800"
"Ritter Don (R-PA)","Pennsylvania","$53409"
"Lent Norman F (R-NY)","New York","$53350"
"Archer Bill (R-TX)","Texas","$53285"
"Riggleman Denver (R-VA)","Virginia","$53235"
"Gejdenson Sam (D-CT)","Connecticut","$53149"
"Sweeney John E (R-NY)","New York","$53000"
"Blumenauer Earl (D-OR)","Oregon","$52869"
"Brooks Mo (R-AL)","Alabama","$52823"
"Christensen Jon (R-NE)","Nebraska","$52810"
"Souder Mark E (R-IN)","Indiana","$52780"
"Spratt John M Jr (D-SC)","South Carolina","$52420"
"Crowley Joseph (D-NY)","New York","$52250"
"Cremeans Frank A (R-OH)","Ohio","$52225"
"Walker Mark (R-NC)","North Carolina","$52100"
"Lamb Conor (D-PA)","Pennsylvania","$52049"
"Lowenthal Alan (D-CA)","California","$51875"
"Swift Al (D-WA)","Washington","$51875"
"Bartlett Steve (R-TX)","Texas","$51825"
"Levine Mel (D-CA)","California","$51684"
"Ocasio-Cortez Alexandria (D-NY)","New York","$51643"
"Bell Chris (D-TX)","Texas","$51362"
"Davis Artur (R-AL)","Alabama","$51250"
"Casten Sean (D-IL)","Illinois","$50929"
"Schwartz Allyson (D-PA)","Pennsylvania","$50850"
"Molinari Susan (R-NY)","New York","$50728"
"Inglis Bob (R-SC)","South Carolina","$50550"
"Mackenzie Ryan (R-PA)","Pennsylvania","$50372"
"Kleczka Jerry (D-WI)","Wisconsin","$50150"
"Boxer Barbara (D-CA)","California","$50075"
"Rose John (R-TN)","Tennessee","$49986"
"Kennedy Joseph P II (D-MA)","Massachusetts","$49900"
"Jacobs Chris (R-NY)","New York","$49639"
"Carl Jerry (R-AL)","Alabama","$49631"
"Crank Jeffrey G (R-CO)","Colorado","$49605"
"Johnson Julie (D-TX)","Texas","$49602"
"Hefley Joel (R-CO)","Colorado","$49481"
"Biggs Andy (R-AZ)","Arizona","$49337"
"Marshall Jim (D-GA)","Georgia","$49150"
"Carr Bob (R-MI)","Michigan","$49050"
"Clark Katherine (D-MA)","Massachusetts","$48990"
"Hirono Mazie K (D-HI)","Hawaii","$48660"
"Fortenberry Jeff (R-NE)","Nebraska","$48462"
"Lightfoot Jim (R-IA)","Iowa","$48442"
"Tlaib Rashida (D-MI)","Michigan","$48152"
"Forbes Randy (R-VA)","Virginia","$48100"
"Kiley Kevin (R-CA)","California","$48037"
"Dingell Debbie (D-MI)","Michigan","$47995"
"Cardoza Dennis (D-CA)","California","$47900"
"Schmidt Derek (R-KS)","Kansas","$47796"
"Schneider Claudine C (R-RI)","Rhode Island","$47770"
"Polis Jared (D-CO)","Colorado","$47450"
"Harman Jane (D-CA)","California","$47000"
"Olver John W (D-MA)","Massachusetts","$47000"
"Labrador Raul (R-ID)","Idaho","$46900"
"Kaptur Marcy (D-OH)","Ohio","$46894"
"Omar Ilhan (D-MN)","Minnesota","$46829"
"Klug Scott L (R-WI)","Wisconsin","$46776"
"Bereuter Doug (R-NE)","Nebraska","$46766"
"Cook Paul (R-CA)","California","$46600"
"Ackerman Gary (D-NY)","New York","$46593"
"Costello Jerry F (D-IL)","Illinois","$46450"
"Austria Steve (R-OH)","Ohio","$46400"
"Morella Connie (R-MD)","Maryland","$46312"
"Grisham Michelle Lujan (D-NM)","New Mexico","$46150"
"Mucarsel-Powell Debbie (D-FL)","Florida","$45960"
"McNerney Jerry (D-CA)","California","$45900"
"Himes Jim (D-CT)","Connecticut","$45728"
"Ewing Thomas W (R-IL)","Illinois","$45515"
"Titus Dina (D-NV)","Nevada","$45504"
"Zeliff Bill (R-NH)","New Hampshire","$45500"
"Khanna Ro (D-CA)","California","$45416"
"Beatty Joyce (D-OH)","Ohio","$45400"
"Brecheen Josh (R-OK)","Oklahoma","$45372"
"Murphy Patrick (D-FL)","Florida","$45348"
"Holden Tim (D-PA)","Pennsylvania","$45321"
"Spanberger Abigail (D-VA)","Virginia","$44928"
"Fitzgerald Scott (R-WI)","Wisconsin","$44770"
"Waxman Henry (D-CA)","California","$44600"
"Clinger William F (R-PA)","Pennsylvania","$44495"
"Lofgren Zoe (D-CA)","California","$44325"
"Jack Brian (R-GA)","Georgia","$44282"
"Morelle Joseph D (D-NY)","New York","$44253"
"Runyan Jon (R-NJ)","New Jersey","$44150"
"Packard Ron (R-CA)","California","$44048"
"Campbell John (R-CA)","California","$44000"
"Payne LF Jr (D-VA)","Virginia","$43910"
"Bartlett Roscoe G (R-MD)","Maryland","$43905"
"Sanford Mark (R)","","$43800"
"Barrett Gresham (R-SC)","South Carolina","$43750"
"McMillen Tom (D-MD)","Maryland","$43750"
"Strickland Ted (D-OH)","Ohio","$43549"
"Feeney Tom (R-FL)","Florida","$43500"
"Jolly David (R-FL)","Florida","$43000"
"Sarpalius William Clarence (D-TX)","Texas","$42950"
"Hutchinson Asa (R-AR)","Arkansas","$42750"
"Sherrill Mikie (D-NJ)","New Jersey","$42750"
"Cravaack Chip (R-MN)","Minnesota","$42700"
"Dornan Robert K (R-CA)","California","$42157"
"Johnson Timothy (R-IL)","Illinois","$42150"
"Stanton Greg (D-AZ)","Arizona","$42100"
"Davis Jim (D-FL)","Florida","$42065"
"Griffith Parker (R-AL)","Alabama","$42000"
"Berman Howard L (D-CA)","California","$41900"
"Cao Joseph (R-LA)","Louisiana","$41900"
"Luria Elaine (D-VA)","Virginia","$41876"
"Abercrombie Neil (D-HI)","Hawaii","$41850"
"Rulli Michael (R-OH)","Ohio","$41620"
"Emerson Bill (R-MO)","Missouri","$41500"
"Small Xochitl Torres (D-NM)","New Mexico","$41410"
"O'Halleran Tom (D-AZ)","Arizona","$41322"
"Velazquez Nydia (D-NY)","New York","$41298"
"Panetta Jimmy (D-CA)","California","$41200"
"Harshbarger Diana (R-TN)","Tennessee","$41182"
"Bevill Tom (D-AL)","Alabama","$41100"
"Ellison Keith (D-MN)","Minnesota","$40936"
"Boyle Brendan (D-PA)","Pennsylvania","$40750"
"Kennelly Barbara B (D-CT)","Connecticut","$40500"
"Rostenkowski Dan (D-IL)","Illinois","$40500"
"Walz Tim (D-MN)","Minnesota","$40500"
"Suozzi Tom (D-NY)","New York","$40483"
"Desaulnier Mark (D-CA)","California","$40450"
"Houchin Erin (R-IN)","Indiana","$40350"
"Sundquist Donald Kenneth (R-TN)","Tennessee","$40300"
"Harder Josh (D-CA)","California","$39991"
"Bustos Cheri (D-IL)","Illinois","$39924"
"Miller Max (R-OH)","Ohio","$39905"
"Greene Marjorie Taylor (R-GA)","Georgia","$39771"
"Rice Kathleen (D-NY)","New York","$39708"
"Mineta Norman Y (D-CA)","California","$39700"
"Espy Mike (D-MS)","Mississippi","$39537"
"Cisneros Gil (D-CA)","California","$39473"
"McEachin Donald (D-VA)","Virginia","$39050"
"Fernandez Teresa Leger (D-NM)","New Mexico","$38998"
"Nugent Richard (R-FL)","Florida","$38950"
"Lantos Tom (D-CA)","California","$38850"
"Lewis John (D-GA)","Georgia","$38846"
"Dannemeyer William E (R-CA)","California","$38411"
"Kildee Dale E (D-MI)","Michigan","$38410"
"Cazayoux Don (D-LA)","Louisiana","$38400"
"Pickle James Jarrell (D-TX)","Texas","$38150"
"Regula Ralph (R-OH)","Ohio","$37950"
"Miller Mary (R-IL)","Illinois","$37690"
"Carbajal Salud (D-CA)","California","$37675"
"Ehrlich Bob (R-MD)","Maryland","$37470"
"DelBene Suzan (D-WA)","Washington","$37326"
"Ashford Brad (D-NE)","Nebraska","$37050"
"Darden Buddy (D-GA)","Georgia","$37027"
"Hanna Richard (R-NY)","New York","$36900"
"Kelly Robin (D-IL)","Illinois","$36800"
"Frankel Lois (D-FL)","Florida","$36797"
"Bruce Terry L (D-IL)","Illinois","$36700"
"Carney Chris (D-PA)","Pennsylvania","$36500"
"Richardson Laura (D-CA)","California","$36500"
"Ehlers Vernon J (R-MI)","Michigan","$36449"
"Rochester Lisa Blunt (D-DE)","Delaware","$36446"
"Cunningham Randy (Duke) (R-CA)","California","$36175"
"Borski Bob (D-PA)","Pennsylvania","$35900"
"Price David (D-NC)","North Carolina","$35900"
"Riggs Frank (R-CA)","California","$35632"
"Sestak Joe (D)","","$35462"
"Becerra Xavier (D-CA)","California","$35450"
"Waters Maxine (D-CA)","California","$35385"
"Fields Cleo (D-LA)","Louisiana","$35350"
"Rothman Steven R (D-NJ)","New Jersey","$35350"
"Horn Steve (R-CA)","California","$35320"
"Boehlert Sherwood (R-NY)","New York","$35300"
"DeGette Diana (D-CO)","Colorado","$35165"
"Bradley Jeb (R-NH)","New Hampshire","$35150"
"Hunter Duncan (R)","","$35050"
"Kildee Dan (D-MI)","Michigan","$34959"
"Cook Merrill (R-UT)","Utah","$34850"
"Radel Trey (R-FL)","Florida","$34700"
"Moakley Joe (D-MA)","Massachusetts","$34450"
"Brindisi Anthony (D-NY)","New York","$34447"
"Kilmer Derek (D-WA)","Washington","$34430"
"Luther Bill (D-MN)","Minnesota","$34403"
"Bean Aaron (R-FL)","Florida","$34310"
"Ogles Andy (R-TN)","Tennessee","$34104"
"Platts Todd (R-PA)","Pennsylvania","$33997"
"Conyers John Jr (D-MI)","Michigan","$33986"
"Reed Jack (D-RI)","Rhode Island","$33901"
"Smith Denny (R-OR)","Oregon","$33850"
"Connolly Gerry (D-VA)","Virginia","$33778"
"English Glenn Lee Jr (D-OK)","Oklahoma","$33750"
"Good Bob (R-VA)","Virginia","$33632"
"Seastrand Andrea (R-CA)","California","$33572"
"Green Mark (R-WI)","Wisconsin","$33550"
"Cawthorn Madison (R-NC)","North Carolina","$33548"
"Barrett Bill (R-NE)","Nebraska","$33450"
"Snyder Vic (D-AR)","Arkansas","$33450"
"Kirkpatrick Ann (D-AZ)","Arizona","$33274"
"Manning Kathy (D-NC)","North Carolina","$33255"
"Lee Christopher J (R-NY)","New York","$33250"
"Quillen James H (R-TN)","Tennessee","$33250"
"Lehman Richard H (D-CA)","California","$33200"
"Porter Katie (D-CA)","California","$33093"
"Chandler Ben (D-KY)","Kentucky","$33047"
"Adler John H (D-NJ)","New Jersey","$32950"
"Schulze Dick (R-PA)","Pennsylvania","$32800"
"Davis Don (D-NC)","North Carolina","$32666"
"Ford Harold E Jr (D-TN)","Tennessee","$32450"
"Dunn Neal (R-FL)","Florida","$32405"
"Keller Fred (R-PA)","Pennsylvania","$32162"
"LaFalce John J (D-NY)","New York","$32150"
"Walsh James T (R-NY)","New York","$32125"
"Haridopolos Mike (R-FL)","Florida","$32120"
"McBath Lucy (D-GA)","Georgia","$32073"
"Wild Susan (D-PA)","Pennsylvania","$31988"
"Nichols Richard D (R-KS)","Kansas","$31980"
"Sanchez Linda (D-CA)","California","$31950"
"Thornton Ray (D-AR)","Arkansas","$31900"
"Gill Brandon (R-TX)","Texas","$31813"
"Franklin Scott (R-FL)","Florida","$31782"
"Derrick Butler C Jr (D-SC)","South Carolina","$31749"
"Martini Bill (R-NJ)","New Jersey","$31700"
"Norton Eleanor Holmes (D-DC)","District of Columbia","$31625"
"Finkenauer Abby (D-IA)","Iowa","$31623"
"Grucci Felix J Jr (R-NY)","New York","$31500"
"Roukema Marge (R-NJ)","New Jersey","$31500"
"McKeon Buck (R-CA)","California","$31450"
"Tate Randy (R-WA)","Washington","$31250"
"Maloney Sean Patrick (D-NY)","New York","$31236"
"Sanchez Loretta (D-CA)","California","$31150"
"Santos George (R-NY)","New York","$31025"
"Schultz Debbie Wasserman (D-FL)","Florida","$30941"
"Washington Craig A (D-TX)","Texas","$30850"
"Vargas Juan (D-CA)","California","$30500"
"Forbes Michael P (D-NY)","New York","$30483"
"McCotter Thaddeus G (R)","","$30400"
"Frank Barney (D-MA)","Massachusetts","$30350"
"Janklow Bill (R-SD)","South Dakota","$30207"
"Baird Brian (D-WA)","Washington","$30050"
"Spartz Victoria (R-IN)","Indiana","$30002"
"Bustamante Albert G (D-TX)","Texas","$29975"
"Rowland James Roy Jr (D-GA)","Georgia","$29750"
"Mascara Frank (D-PA)","Pennsylvania","$29695"
"Underwood Lauren A (D-IL)","Illinois","$29656"
"Davis Danny K (D-IL)","Illinois","$29500"
"Lee Barbara (D-CA)","California","$29441"
"Bonamici Suzanne (D-OR)","Oregon","$29404"
"Young C W Bill (R-FL)","Florida","$29300"
"Solomon Gerald B H (R-NY)","New York","$29170"
"Spano Ross (R-FL)","Florida","$29137"
"Sarbanes John (D-MD)","Maryland","$29112"
"Bean Melissa (D-IL)","Illinois","$29015"
"Space Zack (D-OH)","Ohio","$29000"
"McEwen Bob (R-OH)","Ohio","$28940"
"Oakar Mary Rose (D-OH)","Ohio","$28891"
"Aspin Les (D-WI)","Wisconsin","$28750"
"Condit Gary A (D-CA)","California","$28641"
"Bright Bobby (R-AL)","Alabama","$28613"
"McDade Joseph M (R-PA)","Pennsylvania","$28600"
"Grandy Fred (R-IA)","Iowa","$28505"
"Keating Bill (D-MA)","Massachusetts","$28500"
"Millender-McDonald Juanita (D-CA)","California","$28450"
"Ross Deborah (D-NC)","North Carolina","$28376"
"Loebsack David (D-IA)","Iowa","$28262"
"Wexton Jennifer (D-VA)","Virginia","$28234"
"Barcia Jim (D-MI)","Michigan","$28100"
"Flood Mike (R-NE)","Nebraska","$28000"
"Hunter Duncan D (R-CA)","California","$28000"
"Gillen Laura (D-NY)","New York","$27955"
